@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
3441,33.48,-80.87,180,107.4,27.2,7.3,130.05,68.58,1,17.5,1203.2,5.5,2,5.5,14.9319,17.5,935.0343,880.7365,386.6217,22523.8591,13.3106,1692.1714,54.5615,54.2978,28.6798,0.7771,0,61.47,19.9,1.297,52.7336,72.4377,7.3101,22.5288,41.7722,22.4689,174.52,1.0617,17.2205,2.4185,11.4095,24,11,0,3,8,8,81.9521,0.001,0.2727,0.7273,27.2727,7,4,W,0.0097,0.0111,0.0111,0.9341,1.5249,4.3526,3.2284,2.2553,1.1741,2.9708,2.9448,1.243,1.2989,1.7202,1.7582,1.4346,1.8833,3.4831,3.0803,0.1129,-3,1.0607,1.7887,1.4359,-0.5487,0.0301,2.5873,2.1141,1.8362,2.031,-1.9586,-2,-0.025,0.3853,0.9036,1.9136,-2,1.1242,1.7221,1.7349,1.3516,1.2363,1.0576,0.9036,-0.1095,-1.6757,608.3491,2.7842,0
3442,34.77,-80.4,620,182.9,26.9,6.6,145.54,76.71,0.1,17.05,1235.44,4.6,2,4.6,14.7774,17.05,914.5567,845.3478,498.6858,23202.7135,14.6778,1580.8068,54.3356,69.2089,35.0862,0.7403,0,68.83,20.3,1.4137,52.7072,71.7663,7.3454,19.0875,43.0817,18.5399,174.52,1.0819,13.2144,1.8339,10.3789,24,10,0,3,7,6,88.1169,0.001,0.3,0.6,30,7,4,W,0.0001,0.0117,0.0117,0.8492,1.5413,4.3655,3.1989,2.7924,1.1696,2.9612,2.927,1.2317,1.3075,1.7164,1.7528,1.4298,1.8795,3.4833,3.0918,0.1504,-3,1.0253,1.8378,1.4773,-0.5086,0.0382,2.6978,2.163,1.8849,2.2622,-1.9586,-2,-0.0659,0.2657,0.8457,1.9451,-2,1.1667,1.7219,1.8402,1.2681,1.1214,1.0166,0.7789,-0.1306,-1.6635,564.1267,2.7514,0
3443,34.3,-81.32,258,182.2,27,5.8,118.87,72.64,6,16.4833,1162.05,10.5,4,10.5,14.6575,16.4833,893.154,787.3203,457.2378,21701.7032,15.4484,1404.79,53.4061,105.8337,30.1063,0.7686,0,46.23,21.2,1.2275,61.1088,70.5556,7.7502,16.1169,47.0182,16.6432,174.52,1.1344,8.4392,1.9534,10.605,24,9,0,3,6,6,84.2197,0.001,0.3333,0.6667,33.3333,7,4,W,0.2693,0.0103,0.0103,0.7642,1.5354,4.3365,3.1476,2.4116,1.1661,2.9509,2.8962,1.217,1.3263,1.7117,1.7466,1.4314,1.8725,3.4839,3.0652,0.089,-3,1.2175,1.6649,1.523,-0.4643,0.0586,2.6602,2.0751,1.8612,2.2606,-1.9586,-2,-0.1111,0.293,0.7789,1.9255,-2,1.1889,1.7861,2.0247,1.2212,0.9268,1.0259,0.7789,-0.1143,-1.6925,387.8997,2.5887,0
3444,33.72,-81.27,450,148.9,27.1,7.1,145.03,77.72,0.1,17.3167,1296.14,4.6,2,4.6,14.8857,17.3167,925.5391,909.3838,478.3897,24754.7757,13.872,1784.5157,54.523,16.1553,40.0416,0.7141,0,67.31,20,1.3427,53.5889,72.2607,7.3116,25.3866,42.223,23.5036,174.52,1.0178,57.2901,1.9347,10.8088,24,11,0,2,9,9,85.6285,0.001,0.1818,0.8182,18.1818,7,4,W,0.0001,0.011,0.011,0.9341,1.528,4.3937,3.2515,2.6532,1.1728,2.9664,2.9587,1.2385,1.301,1.7186,1.7566,1.433,1.8823,3.4832,3.1127,0.128,-3,1.0253,1.8281,1.2599,-0.7172,0.0119,2.6798,2.1615,1.8905,2.1729,-1.9586,-2,-0.025,0.2889,0.9547,1.9327,-2,1.1421,1.7291,1.2086,1.3711,1.7582,1.0342,0.9547,-0.1462,-1.6778,715.1671,2.8544,0
3445,34.88,-82.72,1162,310.8,25.5,4.7,147.83,99.82,-4,15.3833,1420.12,0.5,1,0.5,14.3056,15.3833,835.5666,818.3248,675.9866,31454.2138,21.0001,1497.8099,54.2684,17.2417,69.9589,0.5884,0,48.01,20.8,1.2492,67.5235,70.4965,7.562,15.8443,49.1569,13.3884,174.52,1.0211,48.462,1.2361,7.7641,28,9,0,1,8,7,107.6187,0.001,0.1111,0.7778,11.1111,7,3,W,0.112,0.009,0.009,0.7642,1.5427,4.4977,3.1755,3.0652,1.1555,2.922,2.9129,1.187,1.3181,1.7023,1.738,1.4065,1.8721,3.4842,3.1523,0.0966,-3,0.8129,1.6813,1.0461,-0.9169,0.0133,2.8299,2.1698,1.9992,2.4925,-1.9586,-2,-0.1111,0.0956,0.9036,2.0319,-2,1.3222,1.8295,1.2368,1.1267,1.6855,0.8907,0.8457,-0.2303,-1.7212,678.757,2.8317,0
3446,33.25,-79.98,50,7.3,27.3,8.1,163.32,64.01,1,17.75,1295.65,5.5,2,4.5,15.0882,17.75,940.3795,940.3795,501.4442,24731.5781,13.109,1886.6148,55.1361,0,37.7795,0.7258,0,99.31,19.2,1.5126,39.193,73.444,7.022,31.6408,39.5604,29.3049,174.52,1,940.3795,1.8753,9.5719,24,12,0,0,12,12,98.2441,0.001,0,1,0,8,4,W,0.0152,0.0128,0.0128,1.019,1.5219,4.3933,3.2757,1.699,1.1786,2.9733,2.9733,1.2492,1.2833,1.7222,1.7642,1.4362,1.889,3.4828,3.1125,0.1797,-3,1.0212,1.997,-2,-2,0.0043,2.7002,2.213,1.8062,0.8639,-1.9586,-2,0.0124,0.2754,1.0795,1.9924,-2,1.1176,1.5932,-2,1.4669,2.9733,0.9815,1.0795,-0.1392,-1.6421,1242.2726,3.0942,0
3447,32.53,-80.9,20,8.5,27.4,8.7,175.26,70.61,1,18.3917,1299.21,5.5,2,4.5,15.2135,18.3917,971.4994,969.9939,470.3598,24435.246,12.3021,1986.2621,55.5006,1.5055,33.7325,0.7478,0,104.65,18.7,1.6188,40.2887,74.1713,6.827,30.9948,37.1201,28.628,174.52,1.0016,645.3002,2.0654,10.5918,24,12,0,1,11,11,91.7216,0.001,0.0833,0.9167,8.3333,8,4,W,0.0179,0.0139,0.0139,1.019,1.5124,4.388,3.298,1.301,1.1822,2.9874,2.9868,1.2646,1.2718,1.7275,1.7686,1.4378,1.893,3.4825,3.1137,0.2092,-3,1.0212,2.0197,0.9213,-1.0301,0.005,2.6724,2.2437,1.8489,0.9299,-1.9586,-2,0.0124,0.3171,1.0418,1.9625,-2,1.09,1.6052,0.1806,1.4568,2.8098,1.0254,1.0418,-0.1262,-1.6216,741.1801,2.8699,0
3448,34.95,-82.95,1082,323.4,24.4,3.5,175.26,113.54,-4,14.2083,1697.73,0.5,1,0.5,13.9862,14.2083,785.1291,785.1291,885.6566,37693.0037,26.9562,1398.3059,54.2484,0,116.2358,0.4625,0,61.72,20.9,1.2388,64.7837,69.8847,7.5736,16.4656,53.3037,11.6383,174.52,1,785.1291,0.8865,5.4115,30,9,0,0,9,9,145.0856,0.001,0,1,0,8,3,W,0.0942,0.0078,0.0078,0.7642,1.5436,4.5763,3.1456,3.0342,1.1457,2.8949,2.8949,1.1525,1.3201,1.692,1.7284,1.3874,1.8686,3.4848,3.2299,0.093,-3,0.8129,1.7904,-2,-2,0.0043,2.9473,2.2437,2.0551,2.5098,-1.9586,-2,-0.1111,-0.0474,0.9547,2.1617,-2,1.4307,1.8115,-2,1.0659,2.8949,0.7341,0.9547,-0.3349,-1.7496,856.1809,2.9326,0
3449,34,-81.77,480,198.9,27.3,5.6,127.51,78.99,6,16.625,1213.87,10.5,4,10.5,14.6599,16.625,904.2632,792.5959,532.0407,23722.6676,16.7008,1420.4502,52.798,111.6673,34.2386,0.7449,0,48.52,21.7,1.2605,61.9481,69.9862,7.9058,17.3873,47.5538,17.1886,174.52,1.1409,8.0978,1.6996,10.4227,26,9,0,3,6,6,86.7592,0.001,0.3333,0.6667,33.3333,7,4,W,0.2977,0.0104,0.0104,0.7642,1.5316,4.3752,3.1524,2.6812,1.1661,2.9563,2.8991,1.2208,1.3365,1.7129,1.7451,1.4362,1.8692,3.484,3.0842,0.1005,-3,1.2175,1.6859,1.523,-0.4643,0.061,2.726,2.1055,1.8976,2.2987,-1.9586,-2,-0.1111,0.2329,0.7789,1.9384,-2,1.2227,1.792,2.048,1.2352,0.9089,1.0184,0.7789,-0.1279,-1.6904,378.0318,2.5775,0
3450,34.15,-80.87,440,152.3,26.9,6.2,128.02,78.49,0.1,16.85,1190.5,4.6,2,4.6,14.7108,16.85,905.3617,832.0267,439.7772,23621.1878,15.3417,1539.6707,53.9423,73.335,31.4944,0.7605,0,49.53,20.7,1.2904,61.3107,71.21,7.4814,18.9049,44.4002,19.0557,174.52,1.0881,12.3456,2.0587,10.958,26,10,0,3,7,6,82.6209,0.001,0.3,0.6,30,7,4,W,0.0001,0.0108,0.0108,0.8492,1.5335,4.3733,3.1874,2.6435,1.1676,2.9568,2.9201,1.2266,1.316,1.7147,1.7497,1.4298,1.8763,3.4835,3.0757,0.1107,-3,1.0253,1.6949,1.4773,-0.5086,0.0406,2.6432,2.1073,1.8948,2.1827,-1.9586,-2,-0.0659,0.3157,0.8457,1.9171,-2,1.1859,1.7875,1.8654,1.28,1.0919,1.0401,0.7789,-0.1189,-1.6819,615.59,2.7893,0
3451,34.63,-81.52,520,219.8,26.7,6.2,123.19,78.49,-4,16.65,1173.49,0.5,1,0.5,14.6877,16.65,895.2272,776.4917,503.299,21769.9146,15.8573,1372.8627,54.2262,118.7355,31.0829,0.7629,0,44.7,20.5,1.2597,63.7146,71.4086,7.4281,13.5522,44.6135,13.8584,174.52,1.1529,7.5397,1.7787,10.0574,24,10,0,2,8,7,89.012,0.001,0.2,0.7,20,7,4,W,0.1347,0.0106,0.0106,0.8492,1.5396,4.3379,3.1376,2.716,1.167,2.9519,2.8901,1.2214,1.3118,1.7131,1.7497,1.4265,1.8774,3.4835,3.0695,0.1003,-3,0.8129,1.6503,1.3012,-0.6778,0.0655,2.7018,2.0906,1.8948,2.342,-1.9586,-2,-0.0659,0.2525,0.9036,1.9495,-2,1.2002,1.8042,2.0746,1.1417,0.8779,1.0029,0.8457,-0.1175,-1.6861,722.3256,2.8587,0
3452,35.12,-81.97,751,289,25.6,4.4,147.57,90.17,-4,15.1167,1311.4,0.5,1,0.5,14.274,15.1167,829.2348,765.098,612.2055,28596.6869,21.3474,1339.5852,53.7975,64.1369,58.1458,0.6323,0,57.4,21.2,1.3503,61.1032,69.9717,7.7764,16.7624,51.4426,15.3385,174.52,1.0838,12.9291,1.3545,7.9757,28,9,0,3,6,6,103.9696,0.001,0.3333,0.6667,33.3333,7,3,W,0.1566,0.0101,0.0101,0.7642,1.5457,4.4563,3.127,2.8756,1.1545,2.9187,2.8837,1.1795,1.3263,1.7,1.7356,1.4082,1.8691,3.4845,3.1177,0.1304,-3,0.8129,1.7589,1.523,-0.4643,0.0389,2.7869,2.169,1.9551,2.4609,-1.9586,-2,-0.1111,0.135,0.7789,2.0169,-2,1.3293,1.7861,1.8072,1.1858,1.1119,0.9023,0.7789,-0.1991,-1.6968,584.3857,2.7667,0
3453,34.9,-81.92,610,274.3,26.3,5.6,131.83,89.15,-4,16.0417,1268.75,0.5,1,0.5,14.5436,16.0417,867.2772,782.5382,542.179,25539.0345,18.3648,1390.6544,54.1701,84.739,46.2912,0.6836,0,42.68,20.7,1.2469,67.625,70.9677,7.5709,12.2605,47.1954,11.5961,174.52,1.1083,10.2347,1.5996,8.4936,26,9,0,3,6,6,102.1089,0.001,0.3333,0.6667,33.3333,7,3,W,0.1214,0.0099,0.0099,0.7642,1.5429,4.4072,3.1432,2.7853,1.1627,2.9382,2.8935,1.2053,1.316,1.7079,1.7451,1.42,1.8749,3.4839,3.1034,0.0958,-3,0.8129,1.6302,1.523,-0.4643,0.0486,2.7342,2.12,1.9501,2.4382,-1.9586,-2,-0.1111,0.2067,0.7789,2.0091,-2,1.264,1.8301,1.9281,1.0643,1.0105,0.9296,0.7789,-0.1652,-1.7011,573.6378,2.7586,0
3454,32.77,-79.85,3,0.8,27.3,8.4,159.26,73.15,1,18.1083,1254.25,5.5,2,4.5,15.145,18.1083,959.2718,909.5263,497.8128,23271.4588,13.0374,1784.9799,55.4003,49.7455,30.7502,0.7648,0,86.11,18.9,1.5237,45.9312,73.8589,7.0419,26.8359,38.8875,25.6751,174.52,1.0547,19.2836,1.927,10.9129,24,12,0,1,11,11,87.9022,0.001,0.0833,0.9167,8.3333,7,4,W,0.0158,0.0132,0.0132,1.019,1.5156,4.3668,3.2516,0.4771,1.1803,2.9819,2.9588,1.2579,1.2765,1.7252,1.7664,1.4362,1.8913,3.4827,3.0984,0.1829,-3,1.0212,1.9351,0.9213,-1.0301,0.0272,2.6971,2.2021,1.8642,-0.0915,-1.9586,-2,0.0124,0.2871,1.0418,1.944,-2,1.1152,1.6621,1.6968,1.4095,1.2854,1.0383,1.0418,-0.1165,-1.6345,565.1892,2.7522,0
3455,32.98,-80.18,35,25.5,27.1,8.1,168.66,70.87,1,17.8,1358.15,5.5,2,4.5,15.0667,17.8,941.0491,941.0491,423.6659,28616.0238,15.15,1888.8453,55.4472,0,44.323,0.6929,0,97.79,19,1.4902,42.0194,73.6477,6.9923,34.7556,39.2828,30.7085,174.52,1,941.0491,2.2212,7.8569,28,12,0,0,12,12,119.7736,0.001,0,1,0,8,4,W,0.0142,0.0122,0.0122,1.019,1.5184,4.4566,3.2762,1.5441,1.178,2.9736,2.9736,1.2504,1.2788,1.7226,1.7642,1.433,1.8901,3.4828,3.1329,0.1732,-3,1.0212,1.9903,-2,-2,0.0043,2.627,2.227,1.8505,1.4067,-1.9586,-2,0.0124,0.3485,1.0795,2.0784,-2,1.1804,1.6234,-2,1.4873,2.9736,0.8958,1.0795,-0.1593,-1.6536,832.6522,2.9205,0
3456,33.93,-80.35,177,116.2,27.1,7.2,139.19,72.64,0.1,17.3167,1235.72,4.6,2,4.6,14.9032,17.3167,923.3115,884.7964,442.0521,23410.2357,13.7292,1705.1397,54.6172,38.5151,33.8357,0.7472,0,66.55,19.9,1.3517,52.1877,72.3994,7.216,24.0573,41.6708,23.3619,153.7366,1.0435,23.9727,2.0887,12.3554,24,11,0,3,8,8,74.7295,0.001,0.2727,0.7273,27.2727,7,4,W,0.0001,0.0114,0.0114,0.9341,1.5307,4.3694,3.2318,2.248,1.1733,2.9653,2.9468,1.2385,1.2989,1.7186,1.7574,1.433,1.8831,3.4831,3.0919,0.1309,-3,1.0253,1.8231,1.4359,-0.5487,0.0226,2.6455,2.1436,1.8612,2.0652,-1.9586,-2,-0.025,0.322,0.9036,1.8736,-2,1.1376,1.7176,1.5857,1.3685,1.3799,1.0922,0.9036,-0.1266,-1.6696,595.2618,2.7747,0
3457,34.65,-81.75,560,235.3,25.7,4.1,134.37,86.87,-4,14.95,1247.4,0.5,1,0.5,14.2432,14.95,822.8998,749.5319,571.9705,25876.4655,19.9873,1294.6477,53.3306,73.3679,51.5859,0.6597,0,47.5,21.6,1.2926,64.6498,69.4484,7.9161,14.7503,52.9505,14.1898,174.52,1.0979,11.2161,1.4387,8.6112,26,9,0,3,6,6,95.5615,0.001,0.3333,0.6667,33.3333,7,3,W,0.1366,0.0099,0.0099,0.7642,1.5398,4.4129,3.1122,2.7482,1.1536,2.9153,2.8748,1.1746,1.3345,1.6985,1.7332,1.4099,1.866,3.4847,3.096,0.1115,-3,0.8129,1.6767,1.523,-0.4643,0.0445,2.7574,2.1283,1.9389,2.3716,-1.9586,-2,-0.1111,0.161,0.7789,1.9803,-2,1.3008,1.8106,1.8656,1.152,1.0502,0.9356,0.7789,-0.1807,-1.7011,661.8147,2.8207,0
3458,34.75,-83.08,980,315.1,25.1,4.3,158.5,110.49,-4,14.8667,1540.52,0.5,1,0.5,14.1944,14.8667,814.2558,814.2558,720.8541,38303.8549,25.7857,1485.4671,54.33,0,89.1936,0.5286,0,48.01,20.8,1.2346,69.7098,70.3281,7.6746,14.945,51.6226,11.6416,174.52,1,814.2558,1.1296,7.0703,30,9,0,0,9,9,115.1659,0.001,0,1,0,8,3,W,0.1002,0.0085,0.0085,0.7642,1.5411,4.5832,3.1719,2.9912,1.1521,2.9108,2.9108,1.1722,1.3181,1.6978,1.7348,1.3997,1.8712,3.4845,3.1877,0.0915,-3,0.8129,1.6813,-2,-2,0.0043,2.8579,2.2,2.0433,2.4985,-1.9586,-2,-0.1111,0.0568,0.9547,2.0614,-2,1.4114,1.8433,-2,1.066,2.9108,0.8501,0.9547,-0.2769,-1.7328,1457.6075,3.1636,0
3459,32.88,-80.68,56,43.9,27.2,7.8,163.83,64.52,1,17.7417,1251.96,5.5,2,5.5,15.0219,17.7417,940.4356,940.4356,520.0332,22652.3487,12.0057,1886.8016,55.0209,0,33.1255,0.7512,0,99.31,19.4,1.5703,39.3823,73.1302,7.0659,30.9709,39.8263,29.6855,174.52,1,940.4356,1.8084,8.8868,22,11,0,0,11,10,105.8234,0.001,0,0.9091,0,8,4,W,0.0167,0.0134,0.0134,0.9341,1.5171,4.3551,3.2757,1.7482,1.1767,2.9733,2.9733,1.249,1.2878,1.7222,1.7619,1.4346,1.8872,3.4828,3.0976,0.196,-3,1.0607,1.997,-2,-2,0.0043,2.716,2.2144,1.8097,1.6426,-1.9586,-2,-0.025,0.2597,1.0418,2.0246,-2,1.0794,1.5953,-2,1.4725,2.9733,0.9492,1.0004,-0.1242,-1.6308,1041.448,3.0176,0
3460,33.9,-80.52,250,129.3,26.7,7.2,127,63.75,1,17.2667,1163.56,5.5,2,5.5,14.8582,17.2667,916.3913,859.4258,367.3095,21946.5444,13.5077,1624.7477,55.2156,56.9655,26.972,0.7876,0,63.25,19.5,1.3098,50.1969,72.8033,7.0858,22.4815,41.0372,23.1856,174.52,1.0663,16.0868,2.4949,11.9622,24,11,0,3,8,8,76.6075,0.001,0.2727,0.7273,27.2727,7,4,W,0.0101,0.0113,0.0113,0.9341,1.5303,4.3414,3.2108,2.3979,1.172,2.9621,2.9342,1.2372,1.29,1.7182,1.7574,1.4265,1.8854,3.483,3.0658,0.1172,-3,1.0607,1.8011,1.4359,-0.5487,0.0319,2.565,2.1038,1.8045,2.1116,-1.9586,-2,-0.025,0.3988,0.9036,1.8843,-2,1.1306,1.7007,1.7557,1.3652,1.2067,1.0782,0.9036,-0.1037,-1.6716,683.209,2.8346,0
3461,34.65,-82.48,862,278.3,26.3,5,138.43,90.93,-4,15.8417,1294.39,0.5,1,0.5,14.4505,15.8417,861.1201,781.4719,582.4829,26197.6374,18.881,1387.5102,53.5346,79.6481,50.3147,0.6653,0,47.5,21.3,1.2834,65.6866,70.1262,7.763,14.0776,49.0038,13.051,174.52,1.1019,10.8116,1.4784,8.3615,26,9,0,2,7,7,102.9858,0.001,0.2222,0.7778,22.2222,7,3,W,0.1342,0.0099,0.0099,0.7642,1.5398,4.4183,3.1422,2.9355,1.1599,2.9351,2.8929,1.1998,1.3284,1.7062,1.7404,1.42,1.87,3.4842,3.1121,0.1084,-3,0.8129,1.6767,1.347,-0.6341,0.0461,2.7653,2.1412,1.9587,2.4445,-1.9586,-2,-0.1111,0.1727,0.8457,2.0128,-2,1.276,1.8175,1.9012,1.1156,1.0343,0.9228,0.8457,-0.177,-1.7011,607.59,2.7836,0
3462,34.37,-81.1,560,172.8,26.8,5.4,121.41,76.71,6,16.35,1164.34,10.5,4,10.5,14.5714,16.35,885.6532,777.0491,483.1545,22986.4303,16.7235,1374.4991,53.278,108.6041,31.4668,0.7606,0,44.7,21.4,1.2513,63.1826,70.195,7.7147,14.6115,47.185,15.059,174.52,1.1398,8.1549,1.8331,10.1698,26,9,0,3,6,6,87.0865,0.001,0.3333,0.6667,33.3333,7,4,W,0.2908,0.0104,0.0104,0.7642,1.5363,4.3615,3.1381,2.7482,1.1635,2.9473,2.8904,1.2135,1.3304,1.7105,1.7435,1.4281,1.8704,3.4839,3.0661,0.0974,-3,1.2175,1.6503,1.523,-0.4643,0.0606,2.6841,2.0843,1.8849,2.2376,-1.9586,-2,-0.1111,0.2655,0.7789,1.94,-2,1.2233,1.8006,2.0359,1.1778,0.912,1.0077,0.7789,-0.1188,-1.6904,381.5589,2.5816,0
3463,34.93,-81.03,690,215.6,26.7,5.7,128.02,84.58,-4,16.4667,1227.34,0.5,1,0.5,14.6069,16.4667,890.904,788.5049,489.1456,24231.2589,17.206,1408.3004,53.7203,102.3991,37.7634,0.7259,0,43.44,21,1.2517,66.0678,70.7113,7.6293,13.9283,46.3317,13.618,174.52,1.1299,8.7003,1.8213,9.8191,26,9,0,2,7,7,90.732,0.001,0.2222,0.7778,22.2222,7,4,W,0.1267,0.0102,0.0102,0.7642,1.5433,4.3844,3.1487,2.8388,1.1646,2.9498,2.8968,1.2166,1.3222,1.7115,1.7459,1.4265,1.8734,3.4838,3.089,0.0975,-3,0.8129,1.6379,1.347,-0.6341,0.0569,2.6894,2.1073,1.9273,2.3337,-1.9586,-2,-0.1111,0.2628,0.8457,1.9578,-2,1.2357,1.82,2.0103,1.1341,0.94,0.9925,0.8457,-0.1391,-1.6946,721.9131,2.8585,0
3464,32.68,-80.85,25,15.5,27.3,9.2,173.99,63.25,1,18.475,1331.98,5.5,2,4.5,15.3027,18.475,970.8355,970.8355,437.8432,26379.4242,13.2618,1989.1236,56.0828,0,37.1994,0.7289,0,110.74,18.1,1.5675,36.3527,74.9654,6.5853,32.9052,35.6442,29.6447,174.52,1,970.8355,2.2173,9.222,26,12,0,0,12,12,105.2739,0.001,0,1,0,8,4,W,0.0167,0.0134,0.0134,1.019,1.5144,4.4213,3.2987,1.3979,1.1848,2.9871,2.9871,1.2666,1.2577,1.7282,1.7723,1.4362,1.8974,3.4823,3.1245,0.1952,-3,1.0212,2.0443,-2,-2,0.0043,2.6413,2.2405,1.8011,1.1906,-1.9586,-2,0.0124,0.3478,1.0795,2.0224,-2,1.1226,1.5605,-2,1.4719,2.9872,0.9653,1.0795,-0.1373,-1.6308,1052.7797,3.0223,0
3465,36.38,-84.88,1675,547.2,23.1,1.4,143.26,81.53,-2,12.7333,1415.27,2.5,1,2.5,13.5286,12.7333,735.0548,728.9788,612.2675,36716.1409,29.6996,1236.2512,53.0306,6.076,92.5394,0.5194,0,61.73,21.7,1.2147,56.9105,68.1351,7.7944,18.5678,61.2129,15.7436,174.52,1.0083,120.9768,1.2005,5.4378,28,8,0,1,7,8,135.1759,0.001,0.125,1,12.5,8,3,W,0.0219,0.0079,0.0079,0.6793,1.561,4.5649,3.0921,3.224,1.1313,2.8663,2.8627,1.1049,1.3365,1.6788,1.711,1.3636,1.8581,3.4859,3.1508,0.0845,-3,0.9294,1.7905,1.0973,-0.8697,0.0079,2.7869,2.1561,1.9113,2.7382,-1.9586,-2,-0.1616,0.083,0.8457,2.1309,-2,1.4728,1.7552,0.7843,1.1971,2.0827,0.7362,0.9036,-0.2845,-1.7471,447.4354,2.6507,0
