@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
2112,37.07,-93.88,1190,732.3,25.2,-1.2,136.65,48.26,-1,12.6833,1152.91,3.5,2,3.5,13.5349,12.7833,761.7343,719.2493,504.7907,27849.5338,23.0355,1208.9821,47.8053,42.485,51.3533,0.6607,48.26,88.39,26.4,1.4223,35.3165,62.3932,9.3461,29.0724,73.6877,30.2598,174.52,1.0591,17.9295,1.509,6.539,30,7,0,1,6,5,116.4902,0.001,0.1429,0.7143,14.2857,7,3,W,0.011,0.0102,0.0102,0.5944,1.5691,4.4448,3.0824,3.0755,1.1315,2.8818,2.8569,1.1066,1.4216,1.6784,1.6884,1.4014,1.8221,3.4877,3.0618,0.153,-3,0.9777,1.9464,1.1552,-0.8156,0.029,2.7031,2.1356,1.6836,2.8647,-1.9586,1.6837,-0.2187,0.1816,0.7789,2.0663,-2,1.3624,1.548,1.6283,1.4809,1.2538,0.8162,0.6998,-0.18,-1.6946,400.0724,2.6021,0
2113,36.87,-94.37,1011,788.6,25.7,-0.1,131.83,50.04,-2,13.45,1165.36,2.5,1,2.5,13.716,13.4583,789.7795,725.6821,534.1707,27330.2052,22.2743,1226.9844,48.5815,64.0974,47.5551,0.6777,50.04,81.79,25.8,1.3575,37.958,63.5078,9.1617,26.7566,68.1169,27.552,174.52,1.0883,12.3216,1.4785,6.8199,30,8,0,2,6,6,115.8056,0.001,0.25,0.75,25,7,3,W,0.039,0.01,0.01,0.6793,1.5668,4.4366,3.0888,3.0048,1.1372,2.8975,2.8607,1.129,1.4116,1.6853,1.6981,1.4099,1.8294,3.4869,3.0665,0.1327,-3,0.9294,1.9127,1.3981,-0.585,0.0407,2.7277,2.12,1.6993,2.8969,-1.9586,1.6994,-0.1616,0.1727,0.7789,2.0638,-2,1.3478,1.5793,1.8069,1.4402,1.091,0.8344,0.7789,-0.169,-1.699,420.4668,2.6237,0
2114,37.83,-94.37,820,740.3,26.3,-1.4,143,42.42,-1,13.275,1137.41,3.5,2,3.5,13.6527,13.3917,800.268,752.0248,499.1917,25436.3093,19.5393,1301.8034,46.5897,48.2432,42.1286,0.7036,42.42,100.58,27.7,1.5087,29.6643,61.1501,9.7991,30.7294,73.8161,32.4203,181.796,1.0642,16.5882,1.6031,6.6504,28,7,0,1,6,5,120.3345,0.001,0.1429,0.7143,14.2857,7,3,W,0.0132,0.0111,0.0111,0.5944,1.578,4.4055,3.1145,2.9138,1.1352,2.9032,2.8762,1.1268,1.4425,1.6837,1.6866,1.42,1.8139,3.4877,3.0559,0.1786,-3,0.9777,2.0025,1.1552,-0.8156,0.0311,2.6983,2.1553,1.6276,2.8694,-1.9586,1.6277,-0.2187,0.2077,0.7789,2.0804,-2,1.2909,1.4722,1.6835,1.5108,1.2201,0.8235,0.6998,-0.1527,-1.6757,379.2824,2.579,1
2115,39.02,-92.75,641,539.1,25.3,-2.7,122.43,40.89,-2,12.175,984.74,2.5,1,2.5,13.4,12.4,761.7169,708.7545,457.1668,22588.234,19.1452,1179.8399,46.0292,52.9624,29.279,0.7735,131.3681,81.54,28,1.4919,33.3987,60.1707,9.9934,25.2386,82.0811,30.7556,195.92,1.0747,14.3822,1.6662,6.9886,28,7,0,2,5,5,108.9948,0.001,0.2857,0.7143,28.5714,7,3,W,0.053,0.0114,0.0114,0.5944,1.5914,4.3539,3.0718,2.8069,1.1271,2.8818,2.8505,1.0934,1.4472,1.6737,1.6749,1.4031,1.8073,3.4888,2.9933,0.1737,-3,0.9294,1.9114,1.4561,-0.5291,0.0353,2.6601,2.0879,1.6116,2.7317,-1.9586,2.1185,-0.2187,0.2243,0.6998,2.0374,-2,1.2821,1.5237,1.724,1.4879,1.1581,0.845,0.6998,-0.1115,-1.6696,568.2473,2.7545,1
2116,36.58,-89.52,310,587.4,26.9,0.7,132.84,66.55,-3,14.4667,1255.53,1.5,1,1.5,13.9532,14.4667,841.4748,675.215,525.6512,26030.4499,23.9116,1088.6139,48.2497,166.2598,49.2059,0.6702,84.1738,66.29,26.2,1.2696,50.0979,63.5605,9.3684,19.937,64.7582,19.0552,117.3525,1.2462,5.0612,1.6008,12.6224,28,9,0,3,6,5,66.6652,0.001,0.3333,0.5556,33.3333,6,3,W,0.0684,0.0093,0.0093,0.7642,1.5634,4.4155,3.0369,2.4914,1.1447,2.925,2.8294,1.1604,1.4183,1.6943,1.705,1.4298,1.8297,3.4864,3.0988,0.1037,-3,0.8751,1.8214,1.523,-0.4643,0.0991,2.7207,2.1233,1.8231,2.7689,-1.9586,1.9252,-0.1111,0.207,0.7789,1.824,-2,1.3786,1.6998,2.2208,1.28,0.7051,1.1015,0.6998,-0.1738,-1.7144,444.8134,2.6482,1
2117,36.98,-93.02,1240,692,24.5,-1.2,130.81,53.85,-2,12.225,1210.83,2.5,1,2.5,13.4421,12.325,739.6276,699.2577,523.6978,29791.8068,25.8225,1153.7132,48.4336,40.3699,63.7081,0.6108,137.6029,76.96,25.7,1.2964,41.1666,63.0216,9.1731,24.2186,75.0355,24.002,174.52,1.0577,18.3213,1.4123,6.8395,30,7,0,1,6,6,108.1401,0.001,0.1429,0.8571,14.2857,7,3,W,0.0312,0.009,0.009,0.5944,1.5681,4.4741,3.0621,3.0934,1.1285,2.869,2.8446,1.0908,1.4099,1.6742,1.6884,1.3892,1.8262,3.4879,3.0831,0.1127,-3,0.9294,1.8863,1.1552,-0.8156,0.0284,2.7191,2.1166,1.7312,2.8401,-1.9586,2.1387,-0.2187,0.153,0.7789,2.034,-2,1.412,1.6145,1.6062,1.3802,1.2632,0.8357,0.7789,-0.2141,-1.7212,524.7104,2.7199,0
2118,39.98,-95.15,1045,667.9,24.4,-5,128.02,18.29,0.1,10.7833,938.03,4.6,2,4.6,13.0802,11.5417,726.1758,716.6982,401.4792,23667.4104,19.6921,1201.8722,44.1493,9.4776,29.174,0.7741,78.75,109.73,29.4,1.6377,14.2868,57.6369,10.6358,37.7726,98.6316,48.3216,195.92,1.0132,76.6202,1.8088,6.613,30,7,0,1,6,6,109.811,0.001,0.1429,0.8571,14.2857,7,3,W,0.0002,0.0122,0.0122,0.5944,1.602,4.3742,3.0799,3.0191,1.1166,2.861,2.8553,1.0623,1.4683,1.6607,1.6532,1.3874,1.7898,3.4912,2.9722,0.2142,-3,1.0253,2.0403,1.1552,-0.8156,0.01,2.6037,2.1073,1.2622,2.8247,-1.9586,1.8963,-0.2187,0.2598,0.7789,2.0407,-2,1.2943,1.1549,0.9772,1.6841,1.8844,0.8211,0.7789,-0.1112,-1.6536,646.7598,2.8107,0
2119,38.05,-93.7,766,684,26.4,-0.6,120.14,44.2,-1,13.5667,1062.99,3.5,2,3.5,13.7486,13.6167,809.224,731.1992,426.8672,23330.1445,18.7767,1242.5082,47.3584,78.0248,31.3592,0.7613,44.2,75.94,27,1.3562,36.7904,62.1849,9.5967,24.7108,70.7375,27.8958,174.52,1.1067,10.3714,1.8957,7.8349,28,8,0,2,6,6,103.2844,0.001,0.25,0.75,25,7,3,W,0.0102,0.0105,0.0105,0.6793,1.5805,4.3679,3.0943,2.8842,1.1383,2.9081,2.864,1.1341,1.4314,1.6863,1.6937,1.4216,1.8208,3.4872,3.0265,0.1323,-3,0.9777,1.8805,1.3981,-0.585,0.0479,2.6303,2.0797,1.6454,2.8351,-1.9586,1.6455,-0.1616,0.2801,0.7789,2.0141,-2,1.2736,1.5657,1.8923,1.4455,1.0163,0.8946,0.7789,-0.1184,-1.6882,466.7212,2.6691,1
2120,36.67,-93.13,700,748.3,25,0.2,117.6,58.42,4,13.1083,1097.05,8.5,3,8.5,13.6585,13.1083,768.3128,705.2569,464.8777,23716.6722,20.2674,1170.1906,49.6113,63.0559,42.7869,0.7003,58.1239,59.18,24.8,1.2864,49.6769,64.5714,8.8817,20.2982,67.7561,22.203,174.52,1.0894,12.1846,1.6527,7.2032,26,7,0,2,5,5,106.6621,0.001,0.2857,0.7143,28.5714,7,3,W,0.1314,0.0097,0.0097,0.5944,1.5644,4.3751,3.0683,2.8451,1.1354,2.8855,2.8483,1.1175,1.3945,1.6822,1.7007,1.3979,1.8361,3.4868,3.0402,0.1094,-3,1.1614,1.7722,1.4561,-0.5291,0.0412,2.6673,2.0704,1.7666,2.8741,-1.9586,1.7644,-0.2187,0.2208,0.6998,2.0281,-2,1.3068,1.6962,1.7998,1.3464,1.0862,0.8581,0.6998,-0.1547,-1.7055,311.5612,2.4935,1
2121,37.73,-89.92,480,490.8,25.1,-1.1,115.06,58.93,-2,12.6333,1047.5,2.5,1,2.5,13.5322,12.725,761.9032,622.0895,450.9193,23071.8746,24.2821,950.1579,48.0102,139.8137,37.4847,0.7274,60.2,56.13,26.2,1.3181,51.2168,62.6248,9.3145,18.4482,73.7298,21.134,117.3525,1.2247,5.4494,1.6897,12.0049,28,7,0,3,4,3,63.4662,0.001,0.4286,0.4286,42.8571,7,3,W,0.0362,0.0099,0.0099,0.5944,1.5768,4.3631,2.9778,2.6812,1.1314,2.8819,2.7939,1.1047,1.4183,1.6779,1.6893,1.3997,1.8236,3.4877,3.0202,0.1199,-3,0.9294,1.7492,1.6321,-0.3579,0.0916,2.6541,2.0609,1.7703,2.6909,-1.9586,1.7797,-0.2187,0.2304,0.6031,1.8026,-2,1.3853,1.7094,2.1456,1.325,0.7371,1.0797,0.4786,-0.1382,-1.7011,397.5307,2.5994,1
2122,37.9,-93.32,900,684,25.8,-1.2,123.95,41.4,-2,12.975,1039.12,2.5,1,2.5,13.6114,13.075,782.3997,697.71,436.307,23146.6069,20.1366,1149.4773,47.2614,84.6897,32.8119,0.7529,41.4,82.55,27,1.4314,33.4006,61.8644,9.6184,23.9569,74.13,27.666,181.796,1.1214,9.2384,1.7932,7.4219,28,7,0,2,5,5,105.417,0.001,0.2857,0.7143,28.5714,7,3,W,0.0477,0.011,0.011,0.5944,1.5788,4.3645,3.0605,2.9542,1.1339,2.8934,2.8437,1.1164,1.4314,1.681,1.6884,1.4116,1.8187,3.4877,3.0167,0.1558,-3,0.9294,1.9167,1.4561,-0.5291,0.0536,2.6398,2.0932,1.617,2.8351,-1.9586,1.6171,-0.2187,0.256,0.6998,2.023,-2,1.304,1.5238,1.9279,1.4419,0.9661,0.8711,0.6998,-0.1233,-1.6778,505.2376,2.7035,0
2123,36.77,-90.4,370,611.6,27.1,0.3,124.46,75.18,4,14.3333,1203.95,8.5,3,8.5,13.931,14.3333,839.0476,701.6634,584.9703,24042.3762,20.7207,1160.3095,47.6274,137.3841,43.4901,0.6969,74.9067,49.28,26.8,1.2405,60.4049,62.8294,9.4916,16.6083,66.2202,16.5538,174.52,1.1958,6.1073,1.4343,8.1428,26,9,0,3,6,6,103.0414,0.001,0.3333,0.6667,33.3333,7,3,W,0.1117,0.0093,0.0093,0.7642,1.5656,4.381,3.0646,2.5682,1.144,2.9238,2.8461,1.1563,1.4281,1.6931,1.7016,1.433,1.825,3.4866,3.0806,0.0936,-3,1.1614,1.6927,1.523,-0.4643,0.0813,2.7671,2.095,1.8761,2.7865,-1.9586,1.8746,-0.1111,0.1597,0.7789,2.0131,-2,1.3164,1.7811,2.138,1.2189,0.7866,0.9113,0.7789,-0.1568,-1.7144,303.6193,2.4823,1
2124,36.42,-89.7,280,619.6,26.8,0.8,128.78,75.18,-3,14.6,1211.57,1.5,1,1.5,13.9529,14.6,844.8487,670.0915,474.6342,23715.3435,22.0621,1074.936,48.4585,174.7572,43.4067,0.6973,78.5027,53.6,26,1.2755,58.3786,63.7883,9.2685,18.806,63.483,18.6264,117.3525,1.2608,4.8344,1.78,12.777,26,9,0,3,6,5,66.1228,0.001,0.3333,0.5556,33.3333,6,3,W,0.0709,0.0095,0.0095,0.7642,1.5615,4.375,3.0314,2.4472,1.1447,2.9268,2.8261,1.1644,1.415,1.6955,1.7059,1.4281,1.8312,3.4862,3.0833,0.1057,-3,0.8751,1.7292,1.523,-0.4643,0.1041,2.6764,2.1098,1.8761,2.7921,-1.9586,1.8949,-0.1111,0.2529,0.7789,1.8204,-2,1.3436,1.7663,2.2425,1.2701,0.6852,1.1068,0.6998,-0.1566,-1.71,444.8666,2.6482,1
2125,37.88,-90.87,1030,523,25.3,-1.4,116.84,51.56,-2,12.7833,1020.32,2.5,1,2.5,13.5274,12.9,773.8655,646.3114,454.3173,22417.0752,22.1435,1012.3564,47.4883,127.5542,31.8472,0.7585,113.9938,65.28,26.7,1.3742,44.1287,62.0199,9.5494,17.7391,74.7018,20.863,117.3525,1.1974,6.067,1.7034,11.0326,28,7,0,3,4,3,70.1434,0.001,0.4286,0.4286,42.8571,7,3,W,0.0422,0.0105,0.0105,0.5944,1.5785,4.3506,3.0053,3.0128,1.1312,2.8887,2.8104,1.1106,1.4265,1.6793,1.6866,1.4031,1.8197,3.4878,3.0087,0.138,-3,0.9294,1.8148,1.6321,-0.3579,0.0819,2.6574,2.0676,1.7123,2.7185,-1.9586,2.0569,-0.2187,0.2339,0.6031,1.846,-2,1.3452,1.6447,2.1057,1.3194,0.7837,1.0431,0.4786,-0.12,-1.6882,384.8957,2.5853,0
2126,40.37,-93.73,980,531.1,23.9,-5.2,129.79,22.86,0.1,10.3583,917.18,4.6,2,4.6,12.9973,11.1833,708.4138,698.7114,394.4662,22441.9419,19.4772,1152.2173,44.2684,9.7024,29.4695,0.7724,88.39,106.93,29.1,1.6981,17.6131,57.7649,10.4345,35.3624,100.7354,46.2667,195.92,1.0139,73.0143,1.7959,6.2655,28,7,0,1,6,7,113.0661,0.001,0.1429,1,14.2857,7,3,W,0.0002,0.0126,0.0126,0.5944,1.6062,4.3511,3.0615,2.9912,1.1139,2.8503,2.8443,1.0486,1.4639,1.6567,1.6513,1.3784,1.7907,3.4915,2.9625,0.23,-3,1.0253,2.0291,1.1552,-0.8156,0.0103,2.596,2.1132,1.3591,2.7252,-1.9586,1.9465,-0.2187,0.2567,0.7789,2.0534,-2,1.2895,1.2458,0.9873,1.6653,1.8635,0.7976,0.8457,-0.1122,-1.6459,619.6457,2.7921,0
2127,37.95,-91.78,1167,563.3,25.9,-1.6,122.17,56.13,-2,12.925,1130.04,2.5,1,2.5,13.5831,13.0583,784.744,689.4585,406.0437,25011.7516,22.1932,1126.9989,46.7311,95.2855,44.0011,0.6944,70.3475,66.04,27.5,1.2973,45.9442,61.213,9.7631,20.3095,75.5367,21.5668,117.3525,1.1382,8.2357,1.9327,11.8671,28,7,0,2,5,4,66.1277,0.001,0.2857,0.5714,28.5714,7,3,W,0.0331,0.0095,0.0095,0.5944,1.5793,4.3981,3.0519,3.0671,1.133,2.8947,2.8385,1.1159,1.4393,1.6806,1.6848,1.4133,1.8143,3.4879,3.0531,0.113,-3,0.9294,1.8198,1.4561,-0.5291,0.06,2.6086,2.087,1.7492,2.7507,-1.9586,1.8473,-0.2187,0.2884,0.6998,1.8204,-2,1.3462,1.6622,1.9791,1.3338,0.9162,1.0747,0.6031,-0.1584,-1.71,471.5669,2.6735,1
2128,38.45,-91.38,960,523,24.4,-2.6,134.11,52.58,-2,11.6167,1102.1,2.5,1,2.5,13.2914,11.85,729.0029,623.5249,485.9072,25294.7282,26.52,953.8,46.8785,105.4781,51.1791,0.6615,149.4918,81.53,27,1.4602,39.2066,61.0951,9.5825,21.4965,82.4896,23.4061,117.3525,1.1692,6.9114,1.5003,10.2558,28,7,0,2,5,5,71.0817,0.001,0.2857,0.7143,28.5714,7,3,W,0.0467,0.0104,0.0104,0.5944,1.585,4.403,2.9795,2.9823,1.1236,2.8627,2.7949,1.0737,1.4314,1.6685,1.6758,1.3874,1.8135,3.4889,3.0422,0.1644,-3,0.9294,1.9113,1.4561,-0.5291,0.0716,2.6866,2.1275,1.7208,2.7185,-1.9586,2.1746,-0.2187,0.1791,0.6998,1.8518,-2,1.4236,1.5934,2.0232,1.3693,0.8402,1.0114,0.6998,-0.1795,-1.6904,420.3493,2.6236,1
2129,38.82,-90.52,467,410.4,25.4,-2.2,113.54,56.64,-2,12.35,1019.31,2.5,1,2.5,13.4607,12.5333,764.015,625.5945,490.0925,21305.1953,22.2146,959.061,46.5025,138.4204,33.4149,0.7495,172.3001,56.9,27.6,1.3367,49.8855,60.7955,9.7958,17.5415,79.318,20.6511,117.3525,1.2213,5.5195,1.5589,10.8991,26,7,0,3,4,3,70.0989,0.001,0.4286,0.4286,42.8571,7,3,W,0.0381,0.0101,0.0101,0.5944,1.5892,4.3285,2.9818,2.6693,1.1291,2.8831,2.7963,1.0981,1.4409,1.6753,1.6794,1.4048,1.8115,3.4885,3.0083,0.126,-3,0.9294,1.7551,1.6321,-0.3579,0.0904,2.6903,2.0551,1.7531,2.6132,-1.9586,2.2363,-0.2187,0.1956,0.6031,1.8458,-2,1.3466,1.698,2.1412,1.3149,0.7427,1.0378,0.4786,-0.1252,-1.6968,349.1221,2.543,1
2130,38.68,-90.52,450,410.4,25.6,-2.5,111.25,46.74,-2,12.3417,965.2,2.5,1,2.5,13.4571,12.55,768.3037,622.3049,408.2864,20039.2795,21.0784,950.7041,46.0016,145.9988,25.6274,0.796,133.1622,64.51,28.1,1.3831,42.0135,60.1983,10.0075,18.1338,81.087,22.5451,117.3525,1.2346,5.2624,1.8818,11.1512,26,7,0,3,4,3,68.8986,0.001,0.4286,0.4286,42.8571,6,3,W,0.0438,0.0107,0.0107,0.5944,1.5876,4.3019,2.978,2.6532,1.129,2.8855,2.794,1.0986,1.4487,1.6752,1.6767,1.4082,1.8075,3.4887,2.9846,0.1409,-3,0.9294,1.8096,1.6321,-0.3579,0.095,2.611,2.0463,1.6697,2.6132,-1.9586,2.1244,-0.2187,0.2769,0.6031,1.8383,-2,1.3238,1.6234,2.1644,1.3531,0.722,1.0477,0.4786,-0.0991,-1.684,353.6168,2.5485,1
2131,39.77,-94.9,810,659.8,25.9,-3.1,125.73,22.35,-2,12.1917,895.08,2.5,1,2.5,13.4378,12.5167,775.3424,709.1684,354.5265,20205.19,17.1088,1180.9839,45.1014,66.174,15.4432,0.8662,87.3295,103.38,29,1.6856,17.7762,59.0973,10.3813,33.5138,85.1509,44.9306,195.92,1.0933,11.7167,2.187,7.8304,28,7,0,2,5,5,99.0174,0.001,0.2857,0.7143,28.5714,7,3,W,0.073,0.0136,0.0136,0.5944,1.5997,4.3055,3.0722,2.9085,1.1283,2.8895,2.8507,1.0975,1.4624,1.6739,1.6712,1.4133,1.8,3.4893,2.9519,0.2268,-3,0.9294,2.0144,1.4561,-0.5291,0.0427,2.5497,2.0994,1.3493,2.8194,-1.9586,1.9412,-0.2187,0.3418,0.6998,1.9958,-2,1.2332,1.2498,1.8208,1.6525,1.0692,0.8943,0.6998,-0.0624,-1.6271,676.3919,2.8302,0
2132,38.63,-90.27,540,418.4,27.1,-1.4,103.12,51.05,4,13.675,986.52,8.5,3,8.5,13.7479,13.7917,830.4975,646.669,410.8967,19374.1563,19.1201,1013.2863,45.8637,183.8285,18.7866,0.8418,51.05,52.07,28.5,1.2543,49.5054,60.4716,10.1149,19.1946,73.9663,23.3482,117.3525,1.2843,4.5178,2.0212,13.3506,26,7,0,4,3,3,62.2067,0.001,0.5714,0.4286,57.1429,6,3,W,0.1263,0.0101,0.0101,0.5944,1.587,4.2872,3.0057,2.7324,1.1382,2.9193,2.8107,1.1396,1.4548,1.6873,1.6866,1.433,1.8094,3.4877,2.9941,0.0984,-3,1.1614,1.7166,1.757,-0.2355,0.112,2.6137,2.0133,1.708,2.6216,-1.9586,1.7081,-0.2187,0.3078,0.4786,1.7939,-2,1.2815,1.6947,2.2644,1.3683,0.6559,1.1258,0.4786,-0.0748,-1.6968,269.7209,2.4309,1
2133,38.75,-90.37,568,418.4,26.8,-1.3,104.39,54.36,-2,13.5167,984.23,2.5,1,2.5,13.723,13.625,821.804,646.4604,404.6224,19497.4981,19.2522,1012.7438,46.2414,175.3436,19.7646,0.835,54.36,50.03,28.1,1.2728,52.074,60.8635,10.0519,16.544,74.367,20.1708,117.3525,1.2712,4.6868,2.031,12.0572,26,7,0,3,4,3,68.1585,0.001,0.4286,0.4286,42.8571,6,3,W,0.0335,0.0102,0.0102,0.5944,1.5884,4.29,3.0055,2.7543,1.1374,2.9148,2.8105,1.1343,1.4487,1.6859,1.6875,1.4281,1.812,3.4878,2.9931,0.1048,-3,0.9294,1.6992,1.6321,-0.3579,0.1076,2.6071,2.0187,1.7353,2.6216,-1.9586,1.7354,-0.2187,0.3098,0.6031,1.8336,-2,1.2845,1.7166,2.2439,1.3047,0.6718,1.0816,0.4786,-0.0783,-1.6946,361.2576,2.5578,1
2134,38.75,-90.62,554,418.4,26.1,-2.1,106.17,43.69,0.1,12.775,972.32,4.6,2,4.6,13.558,12.95,787.444,636.9883,367.0936,19891.9084,20.1288,988.2304,46.012,150.4557,23.478,0.8099,103.5758,62.48,28.2,1.3103,41.151,60.3376,10.0797,20.2463,78.9017,24.9872,117.3525,1.2362,5.2337,2.1451,11.6788,26,7,0,3,4,3,67.4253,0.001,0.4286,0.4286,42.8571,6,3,W,0.0001,0.0103,0.0103,0.5944,1.5884,4.2987,2.9949,2.7435,1.1322,2.8962,2.8041,1.1123,1.4502,1.6792,1.6803,1.4166,1.8085,3.4884,2.9878,0.1174,-3,1.0253,1.7957,1.6321,-0.3579,0.0956,2.5648,2.026,1.6404,2.6216,-1.9586,2.0153,-0.2187,0.3335,0.6031,1.8289,-2,1.3038,1.6144,2.1774,1.3977,0.7196,1.0678,0.4786,-0.0916,-1.6925,322.4463,2.5085,1
2135,37.63,-91.53,1200,571.3,25.4,0.4,115.57,55.63,-2,13.6333,1115.07,2.5,1,2.5,13.7333,13.6333,794.7442,688.5498,378.0495,23191.7097,20.6234,1124.5343,49.4451,106.1944,40.3055,0.7127,55.12,59.94,25,1.2437,48.1353,64.4886,8.9153,18.9606,65.3933,20.4048,117.3525,1.1542,7.4839,2.1022,12.2008,26,9,0,2,7,6,65.1385,0.001,0.2222,0.6667,22.2222,7,3,W,0.0285,0.0094,0.0094,0.7642,1.5756,4.3653,3.051,3.0792,1.1378,2.9002,2.8379,1.1346,1.3979,1.6869,1.7024,1.4048,1.8356,3.4865,3.0473,0.0947,-3,0.9294,1.7777,1.347,-0.6341,0.066,2.5776,2.0628,1.7453,2.7569,-1.9586,1.7414,-0.1111,0.3247,0.8457,1.8139,-2,1.3144,1.6825,2.0261,1.3097,0.8747,1.0867,0.7789,-0.1471,-1.7122,521.1155,2.7169,0
2136,39.42,-92.82,730,506.9,25.1,-4,131.06,39.62,-2,11.5083,1039.35,2.5,1,2.5,13.2561,11.9833,745.4212,707.1098,507.697,25476.1004,21.6763,1175.2985,44.7481,38.3115,39.4312,0.7172,130.78,91.44,29.1,1.5132,30.2304,58.4879,10.3549,28.614,89.9776,33.0368,195.92,1.0542,19.4569,1.4682,6.2318,30,7,0,1,6,6,119.615,0.001,0.1429,0.8571,14.2857,7,3,W,0.0523,0.011,0.011,0.5944,1.5958,4.4061,3.0701,2.8633,1.1224,2.8724,2.8495,1.0786,1.4639,1.6675,1.6628,1.3997,1.7958,3.49,3.0168,0.1799,-3,0.9294,1.9611,1.1552,-0.8156,0.027,2.7056,2.1175,1.5979,2.7049,-1.9586,2.1166,-0.2187,0.1697,0.7789,2.0778,-2,1.336,1.4804,1.5834,1.519,1.2893,0.7953,0.7789,-0.1444,-1.6778,507.801,2.7057,0
