@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
5293,28.35,-106.37,5315,403,25,23,9,144.1999969,0,2,16.275,14.7273,820.139,493.2,195.9199982,0,58.7558,29.9897,587.7272,121.6412,232.4119,-39.8639,16.275,12,3,7,8,5,7,5.3157,32.6617,53.2195,129.4878,6.5,4.5,3,0.6667,0.5833,0.25,58.3333,864.6329,4538.147,5.2486,1.6629,144.2,14,3.5085,0,79.4118,63.3845,1.3954,3.5288,6.7423,13.9584,0.2839,11.4218,11.4218,0.77,4,6,W,4.1042,3.6569,0.72,2.9368,1.1681,2.9139,2.7692,1.2115,1.1461,1.7099,1.7709,1.3617,1.9212,3.4818,2.693,0.5451,2.159,-2,1.0212,2.159,-2,2.0851,-2,2.3663,2.1122,1.766,1.0577,0.1478,0.5489,0.8295,1.1451,-0.1079,1.7691,0.4786,0.6998,0.9036,-0.2267,-0.585,0.2209,1.0581,2.6053,1.4527,1000.736,3.0003,0
5294,29.35,-107.65,4921,320,25,18.4,3.8,129.8999939,3,1,10.8083,12.9735,638.5626,507,195.9199982,0,88.7899,45.3194,574.4235,163.1966,64.139,-20.6029,10.8083,7,1,1,6,6,14,5.1878,47.9984,44.9391,106.3648,5.5,5.5,2,0.8571,0.1429,0.1429,14.2857,832.3874,8448.751,10.15,1.2595,126.9,14.6,3.0746,2.3095,76.9716,61.8696,1.1117,9.9559,3.9128,7.1918,0.0486,4.3775,4.3775,0.5117,3,7,W,4.3892,3.9268,1.0065,2.9203,1.1131,2.8052,2.7592,1.0338,1.1644,1.6609,1.7308,1.2648,1.9083,3.484,2.705,0.4878,2.1136,0.4771,1.0607,2.1035,0.3635,2.2127,-2,1.8072,2.0268,1.1552,0.6412,0.0499,0.9985,0.5936,0.8574,-0.2826,1.9484,0.0043,0.7789,0.7789,-0.8157,-0.8157,0.1002,0.6422,2.5052,1.4678,652.0934,2.8143,0
5295,28.42,-103.7,5249,616,25,25.6,5.5,47,6.599999905,2,16.0667,14.4413,857.8503,225.3,68.94999695,0,7.6234,11.0564,260.1538,58.9431,597.6965,-73.7367,16.0667,9,6,8,1,1,4,7.7742,48.3874,15.5129,82.6252,6.5,6.5,3,0.1111,0.8889,0.6667,88.8889,223.5023,978.4306,4.3777,3.8076,40.4,20.1,2.5033,14.0426,71.5297,55.0329,3.2975,1.4353,14.5539,112.5283,0.2953,30.9169,30.9169,0.265,3,2,D,2.8737,2.9905,0.6412,2.3493,1.1596,2.9334,2.4152,1.2059,1.3032,1.7081,1.7443,1.4082,1.8781,3.4841,2.3528,0.3985,1.6721,0.8195,1.0969,1.6064,1.1474,1.7705,-2,2.7765,1.9171,1.9489,1.4902,0.5195,0.1599,1.1633,2.0513,-0.5607,0.8827,0.7789,0.0043,0.0043,-0.0463,-0.1696,0.5807,1.4903,2.7896,1.4538,120.5385,2.0811,0
5296,28.98,-105.32,3543,531,25,29,10.7,65.30000305,1.200000048,2,20.225,15.7795,1082.4034,255.7,68.94999695,0,1.5169,2.1999,288.1405,3.9642,794.2629,-76.3766,20.225,12,8,11,1,1,2,6.7868,33.5563,25.9515,121.7906,6.5,4.5,3,0.0833,0.9167,0.6667,91.6667,264.8154,698.9743,2.6395,4.2331,64.1,18.3,3.0645,1.8377,75.2703,54.3905,3.7565,1.3628,273.0467,713.5806,0.4039,42.4161,42.4161,0.3533,4,2,D,2.7424,2.8445,0.4215,2.4229,1.1981,3.0344,2.4596,1.3059,1.2625,1.7421,1.7832,1.4624,1.8991,3.482,2.4077,0.4864,1.8149,0.0792,1.0212,1.8069,0.2643,0.5992,-2,2.9,2.0856,1.9623,1.6275,0.5759,0.1376,2.4363,2.8534,-0.4397,0.1838,0.9036,0.0043,0.0043,-0.0331,-0.1696,0.6267,1.6276,2.7251,1.4622,152.8815,2.1844,0
5297,26.9,-107.07,5535,170,25,16.3,4.5,196.5,9.100000381,0.100000001,10.3083,12.5455,620.5627,743.8,195.9199982,0,131.2552,66.9943,620.5627,383.115,0,19.859,10.3083,7,0,0,6,7,21,4.4864,43.5224,63.2481,102.0405,4.599999905,4.599999905,2,0.8571,0,0.001,0,946.2899,16510.6367,17.4478,0.8343,187.4,11.8,3.1702,4.631,80.7504,65.5043,1,620.5627,1.6198,4.7279,0.0004,0.0244,0.0244,0.5944,3,8,W,4.5356,4.2178,1.2417,2.976,1.0985,2.7928,2.7928,1.0132,1.0719,1.6562,1.7364,1.2122,1.9281,3.4834,2.8715,0.5011,2.2934,0.959,1.0253,2.2728,0.6657,2.5833,-2,-2,2.0088,-2,-1.6127,0.0043,2.7928,0.2121,0.6756,-0.2187,2.1181,-2,0.8457,0.7789,-2,-1.9586,-0.0787,-1.4635,2.2305,1.4299,935.6063,2.9711,0
5298,26.1,-106.97,7598,170,25,18.3,7.2,271.2999878,11,1,13.0083,13.4764,690.3701,1083.4,195.9199982,0,139.2238,71.0616,688.3282,631.1023,2.042,56.9303,13.0083,10,0,1,10,9,22,4.1553,31.9432,88.0383,97.5133,5.5,5.5,2,1,0.1,0.001,10,1123.9335,23220.5469,20.6601,0.6372,260.3,11.1,3.005,4.0546,82.4645,68.695,1.003,338.0931,1.0939,4.9587,0.0352,0.0221,0.0221,0.8492,3,8,W,4.5508,4.3659,1.3151,3.0507,1.1296,2.8391,2.8378,1.1142,1.0453,1.6813,1.7574,1.2625,1.9368,3.4817,3.0348,0.4778,2.4334,1.0414,1.0607,2.4155,0.6079,2.8001,-2,0.3122,1.9891,1.0004,-1.6555,0.0056,2.529,0.0429,0.6962,-0.0659,2.1437,-2,0.9547,1.0004,-0.9586,-1.9586,-0.1957,-1.4934,2.2305,1.4168,475.6925,2.6773,0
5299,26.1,-106.97,7598,245,25,18.5,7.4,288.8999939,11.10000038,1,13.1917,13.5602,695.1301,1131.9,195.9199982,0,129.2398,65.9656,695.1301,310.2114,0,62.8328,13.1917,11,0,0,10,11,22,4.0969,31.0566,97.299,103.153,5.5,5.5,2,0.9091,0,0.001,0,1142.4304,24181.0586,21.1663,0.6141,277.8,11.1,3.0628,3.8422,82.5197,68.7835,1,695.1301,2.2408,5.3786,0.0354,0.0223,0.0223,0.9341,3,8,W,4.5561,4.3835,1.3256,3.0578,1.1323,2.8421,2.8421,1.1203,1.0453,1.683,1.7589,1.2672,1.9371,3.4816,3.0538,0.4861,2.4607,1.0453,1.0607,2.4437,0.5846,2.4917,-2,-2,2.0135,-2,-1.6513,0.0043,2.8421,0.3523,0.7315,-0.025,2.1114,-2,1.0418,1.0004,-2,-1.9586,-0.2117,-1.4905,2.3892,1.4168,1066.8491,3.0281,0
5300,29.17,-105.38,4659,630,25,26.5,7.8,63.09999847,1.700000048,2,17.7583,14.9438,933.0038,261.6,68.94999695,0,3.3621,4.8761,297.2983,20.4948,635.7055,-71.9615,17.7583,11,7,10,1,1,2,7.022,39.5418,25.4711,116.8397,6.5,6.5,3,0.0909,0.9091,0.6364,90.9091,278.9327,859.7711,3.0824,3.5665,61.4,18.7,2.8945,2.6941,73.8462,56.1036,3.1383,1.4677,45.524,277.5087,0.3399,33.9095,33.9095,0.3517,4,2,D,2.9643,2.9344,0.4889,2.4455,1.1745,2.9699,2.4732,1.2494,1.2718,1.7223,1.7619,1.4232,1.8912,3.4828,2.4176,0.4616,1.8,0.2304,1.0969,1.7882,0.4304,1.3119,-2,2.8033,2.0676,1.9587,1.5303,0.4981,0.1696,1.6583,2.4433,-0.4417,0.5279,0.8457,0.0043,0.0043,-0.0366,-0.1895,0.5522,1.5304,2.7993,1.4651,158.8414,2.201,0
5301,26.73,-107.3,7874,212,25,30,17.2,168.6999969,3.299999952,1,23.9,17.6923,1326.8184,644.1,195.9199982,0,21.0936,10.7664,830.0902,162.6408,496.7281,-51.4553,23.9,12,4,7,6,5,7,4.4509,18.6232,56.6414,105.5267,5.5,4.5,2,0.5,0.5833,0.3333,58.3333,1533.7267,4448.4136,2.9004,2.06,165.4,12.8,3.143,1.9561,82.9333,54.9871,1.5984,2.6711,8.158,62.9016,0.0818,17.2287,17.2287,0.6867,5,4,D,4.0269,3.6482,0.4625,3.1857,1.2478,3.1228,2.9191,1.3784,1.1072,1.7701,1.8274,1.4771,1.9392,3.4798,2.809,0.4973,2.2271,0.5185,1.0212,2.2185,0.2914,2.2113,-2,2.6961,2.0234,1.766,1.2363,0.2064,0.4283,0.9121,1.7987,-0.157,1.3244,0.6031,0.6998,0.7789,-0.2267,-0.4643,0.3139,1.2365,2.3264,1.4272,1942.9086,3.2885,0
5302,28.55,-107.48,6558,277,25,20.2,5.3,138.1999969,4.400000095,2,13.025,13.5633,705.178,480.7,68.94999695,0,10.2981,14.9355,479.4589,125.9286,225.7191,-31.8328,13.025,9,4,5,3,4,9,5.5943,42.9508,47.5394,118.6755,6.5,6.5,3,0.3333,0.5556,0.4444,55.5556,616.6622,5252.4609,8.5176,1.467,133.8,14.9,3.45,3.1838,77.1472,62.3248,1.4708,3.1241,5.5998,68.4768,0.2407,17.154,17.154,0.4317,3,4,D,4.0021,3.7204,0.9303,2.79,1.1324,2.8483,2.6808,1.1148,1.1732,1.6815,1.7427,1.3054,1.9093,3.4833,2.6819,0.5378,2.1405,0.6435,1.0969,2.1265,0.5029,2.1002,-2,2.3536,2.0744,1.7448,1.2344,0.1705,0.4961,0.7489,1.8356,-0.3549,1.0132,0.6031,0.6031,0.4786,-0.2475,-0.3425,0.1664,1.2346,2.4425,1.4558,373.8699,2.5727,0
5303,31.22,-107.45,3937,520,25,27.8,6.5,63.5,0.699999988,0.100000001,17.0417,14.8601,923.3458,263.4,68.94999695,0,8.2364,11.9455,298.965,59.0666,624.3807,-71.4733,17.0417,10,5,8,2,2,5,8.0145,47.0287,23.7132,108.0328,4.599999905,4.599999905,2,0.2,0.8,0.5,80,281.5333,1275.556,4.5307,3.5055,62.8,21.3,2.8929,1.1024,70.7418,52.9543,3.0885,1.4788,15.6323,112.1053,0.0008,26.2411,26.2411,0.4333,4,2,D,2.9849,3.1057,0.6562,2.4495,1.172,2.9654,2.4756,1.2315,1.3284,1.7164,1.752,1.444,1.8736,3.4839,2.4206,0.4613,1.8028,-0.1549,1.0253,1.798,0.0423,1.7714,-2,2.7955,2.0336,1.9031,1.419,0.4911,0.1728,1.1943,2.0497,-0.3533,0.9163,0.6998,0.3032,0.3032,-0.0915,-0.2924,0.5447,1.4191,2.716,1.4946,189.0364,2.2765,0
5304,27.77,-106.13,5249,340,25,24.9,9.1,94.69999695,1.399999976,1,17.425,15.0084,884.4688,331.1,68.94999695,0,2.2138,3.2108,365.1662,18.0087,519.3027,-62.5651,17.425,12,6,10,2,2,4,5.9193,33.9703,32.7471,118.6848,5.5,4.5,2,0.1667,0.8333,0.5,83.3333,392.4048,1683.7335,4.2908,2.6713,93.3,15.8,3.4322,1.4784,77.3963,60.0658,2.4221,1.7032,49.1134,399.5175,0.0884,28.325,28.325,0.52,4,2,D,3.3253,3.2263,0.6325,2.5937,1.1763,2.9467,2.5625,1.2412,1.1987,1.7195,1.7716,1.3962,1.9106,3.482,2.52,0.5356,1.9763,0.1461,1.0212,1.9699,0.1698,1.2557,-2,2.7154,2.0744,1.9209,1.4522,0.386,0.2338,1.6913,2.6015,-0.2757,0.3471,0.7789,0.3032,0.3032,-0.074,-0.2924,0.4267,1.4523,2.5315,1.4437,281.7089,2.4498,0
5305,28.45,-107.32,6562,318,25,20.5,4.5,208.8999939,6,1.5,12.6167,13.5,696.2815,565.2,195.9199982,0,96.7256,49.37,592.0829,181.1752,104.1986,-18.8259,12.6167,9,1,4,7,5,11,6.0652,48.0731,63.5228,134.8678,6,6,3,0.7778,0.4444,0.1111,44.4444,875.2962,7702.5483,8.7999,1.2319,202.9,16,4.4352,2.8722,75.5725,60.5888,1.176,6.6823,3.8431,7.1985,0.1488,5.0371,5.0371,0.6817,3,7,W,4.3226,3.8866,0.9445,2.9422,1.1303,2.8428,2.7724,1.1009,1.2041,1.6778,1.7364,1.3118,1.9008,3.484,2.7522,0.6469,2.3199,0.7782,1.0792,2.3073,0.4582,2.2581,-2,2.0179,2.1299,1.6479,0.7022,0.0741,0.8256,0.5858,0.8578,-0.1601,1.9856,0.0043,0.6998,0.8457,-0.3425,-0.9168,0.0906,0.703,2.5024,1.4542,546.846,2.7379,0
5306,26.93,-105.67,5709,313,25,24.6,10.4,117.1999969,2.299999952,2,17.5333,15.2613,871.5905,466.9,68.94999695,0,3.5877,5.2033,488.7412,27.6511,382.8493,-46.4313,17.5333,12,5,10,3,2,7,5.1222,29.2141,46.9264,120.6077,6.5,4.5,3,0.25,0.8333,0.4167,83.3333,636.6064,3624.5762,5.6936,1.8668,114.9,14.2,3.0122,1.9625,79.5977,61.9535,1.7833,2.2766,31.521,242.9386,0.2753,18.0377,18.0377,0.6033,4,3,D,3.7635,3.5593,0.7554,2.8039,1.1836,2.9403,2.6891,1.2439,1.1523,1.7204,1.781,1.3909,1.9222,3.4813,2.6692,0.4789,2.0689,0.3617,1.0212,2.0603,0.2928,1.4419,-2,2.583,2.0814,1.9209,1.2562,0.2537,0.3592,1.4987,2.3855,-0.2123,0.556,0.6998,0.3032,0.4786,-0.074,-0.3699,0.2711,1.2564,2.4956,1.4304,412.7631,2.6157,0
5307,26.97,-105.7,6069,382,25,23.6,10.6,133.3000031,2.599999905,3,17.35,15.181,855.447,554.9,68.94999695,0,9.0636,13.1452,531.7194,67.687,323.7277,-35.1333,17.35,12,3,7,5,5,9,4.6994,27.086,52.694,113.9534,7.5,4.5,3,0.4167,0.5833,0.25,58.3333,732.2053,5177.3242,7.0709,1.5416,130.7,13,2.8827,1.9505,81.0496,64.1321,1.6088,2.6425,12.6383,94.3824,0.5398,9.4008,9.4008,0.77,4,4,D,3.9079,3.7141,0.8495,2.8646,1.1813,2.9322,2.7257,1.2393,1.1139,1.7189,1.7825,1.3729,1.9297,3.481,2.7442,0.4598,2.1248,0.415,1.0212,2.1163,0.2901,1.8306,-2,2.5102,2.0567,1.766,0.9732,0.2092,0.4237,1.102,1.9749,-0.1079,0.9578,0.4786,0.6998,0.6998,-0.2267,-0.585,0.188,0.9736,2.5821,1.431,427.9077,2.6314,0
5308,29.65,-107.77,4921,360,25,19.6,3.9,98.30000305,1.200000048,1,11.3,13.2405,654.6787,351.9,195.9199982,0,45.1738,23.0573,472.3145,215.4224,182.3643,-46.2484,11.3,7,1,5,2,2,7,5.7619,50.9907,32.8385,111.9812,5.5,5.5,2,0.2857,0.7143,0.1429,71.4286,601.4837,3729.5847,6.2006,1.8604,97.1,15.7,3.3521,1.2208,75.6966,60.6822,1.3861,3.59,3.039,14.4924,0.0655,5.967,5.967,0.5117,3,6,W,4.0757,3.5717,0.7924,2.7792,1.1219,2.816,2.6742,1.0531,1.1959,1.6656,1.7316,1.2923,1.9014,3.4844,2.5464,0.5253,1.9926,0.0792,1.0607,1.9872,0.0866,2.3333,-2,2.261,2.0491,1.8539,0.7758,0.1449,0.5563,0.4842,1.1614,-0.2826,1.655,0.0043,0.3032,0.3032,-0.1401,-0.8157,0.2696,0.7765,2.5563,1.4722,866.8635,2.938,0
5309,28.18,-105.45,3888,500,25,26,10.7,94.30000305,2.400000095,3,18.6333,15.4936,949.9858,343.8,68.94999695,0,0.8115,1.177,362.772,0.5047,587.2138,-63.81,18.6333,12,7,11,1,1,4,5.7776,31.0068,33.6523,117.46,7.5,4.5,3,0.0833,0.9167,0.5833,91.6667,388.1432,1616.0868,4.1636,2.7632,91.9,15.3,3.2914,2.5451,78.4507,59.595,2.6187,1.6178,1882.3613,1170.6154,0.8038,33.143,33.143,0.4367,4,2,D,3.2296,3.2085,0.6195,2.589,1.1902,2.9777,2.5596,1.2703,1.1847,1.7294,1.7832,1.415,1.9162,3.4816,2.5363,0.5174,1.9745,0.3802,1.0212,1.9633,0.4057,-0.2885,-2,2.7688,2.0699,1.9623,1.5204,0.4197,0.2116,3.2747,3.0684,-0.35,-0.0854,0.8457,0.0043,0.0043,-0.0331,-0.2267,0.4414,1.5205,2.699,1.4501,212.4252,2.3272,0
5310,30.88,-108,4452,460,25,24.8,7,8.420000076,0.660000026,0.100000001,15.4333,14.5891,815.4375,33.36,68.94999695,0,1.992,2.889,65.2528,12.9643,750.1847,-95.9089,15.4333,10,9,9,1,1,0,6.8517,44.3956,2.4374,87.6769,4.599999905,4.599999905,2,0.1,0.9,0.9,90,22.5027,20.4865,0.9104,24.4436,7.76,17.8,3.0288,7.8385,74.4986,57.9073,12.4966,1.087,62.8989,409.3634,0.0024,133.9354,3.0975,0.1,4,1,D,0.9422,1.3115,-0.0408,1.3522,1.164,2.9114,1.8146,1.1885,1.2504,1.7027,1.7559,1.3945,1.8949,3.4835,1.5232,0.4813,0.9253,-0.1805,1.0253,0.8899,0.8942,1.1131,-2,2.8752,1.9429,1.9543,2.1269,1.0971,0.0402,1.7987,2.6121,-0.9586,0.3015,0.9547,0.0043,0.0043,-0.041,-0.041,1.3882,0.4924,2.6628,1.4898,11.1492,1.0473,0
5311,27.13,-104.92,4528,440,27,26.3,9.9,84.09999847,2,1,18.7917,15.3443,963.6962,314.8,68.94999695,0,1.6282,2.3614,344.3688,9.508,619.3274,-67.3341,18.7917,12,6,10,1,2,3,6.0392,32.1376,29.5644,112.6979,5.5,4.5,2,0.0833,0.8333,0.5,83.3333,356.0079,1261.0544,3.5422,3.0613,82.1,16.4,3.2058,2.3781,76.9986,58.3709,2.7984,1.556,101.3564,591.8776,0.0895,28.3613,28.3613,0.52,4,2,D,3.1374,3.1007,0.5493,2.5515,1.1859,2.9839,2.537,1.274,1.2148,1.7307,1.7774,1.42,1.9085,3.4817,2.498,0.5059,1.9248,0.301,1.0212,1.9143,0.3762,0.9785,-2,2.7919,2.0519,1.9209,1.4527,0.4485,0.1948,2.0059,2.7722,-0.2757,0.2144,0.7789,0.3032,0.0043,-0.074,-0.2924,0.4859,1.4529,2.6435,1.4336,223.1697,2.3486,0
5312,27.13,-104.92,4528,680,27,26.5,10.4,90.5,2,1,18.85,15.4772,969.3831,340,68.94999695,0,2.0963,3.0403,370.9031,15.3205,598.48,-64.9261,18.85,12,5,10,2,2,6,6.0861,32.2871,31.0292,109.5149,5.5,4.5,2,0.1667,0.8333,0.4167,83.3333,402.6915,1919.5916,4.7669,2.8511,88.5,16.1,3.1941,2.2099,77.4825,58.4404,2.6136,1.6197,63.2737,462.4305,0.0874,23.0527,23.0527,0.6033,4,2,D,3.2374,3.2832,0.6782,2.605,1.1897,2.9865,2.5693,1.2753,1.2068,1.7312,1.781,1.4232,1.9111,3.4818,2.5315,0.5044,1.9566,0.301,1.0212,1.9469,0.3444,1.1856,-2,2.7771,2.0395,1.9209,1.3627,0.4189,0.2121,1.8013,2.6651,-0.2123,0.3235,0.6998,0.3032,0.3032,-0.074,-0.3699,0.455,1.3629,2.8325,1.4336,285.5252,2.4556,0
5313,29.58,-107.02,5938,382,25,24.7,7.7,81.19999695,1.5,0.100000001,16.7,14.704,863.2825,290.9,195.9199982,0,32.6732,16.6768,413.7408,186.854,449.5417,-66.303,16.7,11,4,8,2,3,5,6.4577,38.6688,28.2463,116.5196,4.599999905,4.599999905,2,0.1818,0.7273,0.3636,72.7273,482.802,1791.3291,3.7103,2.9676,79.7,17,3.3496,1.8473,75.6098,58.868,2.0865,1.9204,4.6201,26.4217,0.0009,20.5873,20.5873,0.6017,4,3,D,3.535,3.2532,0.5694,2.6838,1.1674,2.9362,2.6167,1.2227,1.2304,1.7135,1.7612,1.3927,1.901,3.4827,2.4637,0.525,1.9096,0.1761,1.0253,1.9015,0.2665,2.2715,-2,2.6528,2.0664,1.8618,1.3136,0.3215,0.2856,0.6656,1.4221,-0.2135,1.5143,0.6031,0.4786,0.3032,-0.1324,-0.4276,0.4724,1.3138,2.5821,1.4711,901.7296,2.9551,0
5314,28.42,-105.43,3675,500,25,27.3,11.2,91.59999847,0.200000003,3,19.4583,15.7427,1002.9702,322.5,68.94999695,0,0.9524,1.3813,345.3583,0,657.6118,-67.8455,19.4583,12,7,12,1,0,4,5.8162,29.8905,32.0222,119.1523,7.5,4.5,3,0.0833,1,0.5833,100,357.7076,1396.8446,3.905,3.11,91.4,16.1,3.4084,0.2183,77.7317,57.6221,2.9041,1.5252,1002.9702,1053.0632,0.8819,36.5846,36.5846,0.4367,4,2,D,3.0939,3.1451,0.5916,2.5535,1.1971,3.0013,2.5383,1.2891,1.2068,1.7361,1.7868,1.4362,1.9124,3.4814,2.5085,0.5325,1.9619,-0.699,1.0212,1.9609,-0.6609,-2,-2,2.818,2.0761,2,1.5633,0.4645,0.1862,3.0013,3.0225,-0.35,-0.0166,0.8457,-2,0.0043,0.0043,-0.2267,0.4928,1.5634,2.699,1.4538,194.8165,2.2896,0
5315,28.22,-105.57,3904,559,25,26.2,9,69.40000153,2,3,18.1333,15.1429,937.8765,297.9,68.94999695,0,3.1202,4.5254,333.7809,20.2249,604.0956,-68.2368,18.1333,12,6,10,2,2,4,6.4465,35.5504,26.4307,106.4681,7.5,4.5,3,0.1667,0.8333,0.5,83.3333,338.0228,1352.8269,4.0022,3.1483,67.4,17.2,2.7956,2.8818,75.8427,57.7301,2.8099,1.5525,46.3723,300.5777,0.7118,24.7605,24.7605,0.52,4,2,D,3.1249,3.1312,0.6023,2.5289,1.1802,2.9721,2.5235,1.2585,1.2355,1.7254,1.7709,1.4183,1.9022,3.4822,2.4741,0.4465,1.8414,0.301,1.0212,1.8287,0.4597,1.3061,-2,2.7811,2.0272,1.9209,1.3938,0.4502,0.1938,1.6664,2.478,-0.2757,0.4956,0.7789,0.3032,0.3032,-0.074,-0.2924,0.4981,1.3939,2.7474,1.4507,209.3866,2.321,0
5316,28.08,-105.48,4003,510,25,25.8,11,70.69999695,2.900000095,0.100000001,19.2083,15.5439,990.2148,245.6,68.94999695,0,1.8301,2.6542,278.4364,11.0857,711.7784,-75.1973,19.2083,12,8,11,1,1,3,5.887,30.6483,20.9,102.1174,4.599999905,4.5,2,0.0833,0.9167,0.6667,91.6667,250.1758,841.5661,3.3639,4.0318,67.8,14.8,3.4544,4.1018,79.096,60.2189,3.5563,1.3912,89.3235,541.0746,0.0011,47.3395,47.3395,0.3533,4,2,D,2.7986,2.9251,0.5268,2.3982,1.1916,2.9957,2.4447,1.2835,1.1703,1.7341,1.7853,1.4116,1.9196,3.4815,2.3902,0.5384,1.8494,0.4624,1.0212,1.8312,0.613,1.0452,-2,2.8524,2.0091,1.9623,1.6752,0.5522,0.1465,1.951,2.7333,-0.4397,0.2648,0.9036,0.0043,0.0043,-0.0331,-0.1696,0.6055,1.6753,2.7076,1.4486,166.8727,2.2224,0
