@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
2643,40.13,-97.18,1315,767.7999878,8,25.3,-4.3,114.5500031,18.79999924,0.100000001,10.9333,13.2553,732.1152,786.89,195.9199982,61.72000122,76.7963,39.1978,675.5197,238.9825,56.5955,7.4817,11.5833,7,0,2,4,5,24,10.6811,97.6931,35.1936,53.6699,4.599999905,4.599999905,2,0.5714,0.2857,0.001,28.5714,1089.4296,16658.2773,15.2908,0.9304,95.75,29.6,1.7469,16.412,57.8947,44.2701,1.0838,12.9359,3.0635,9.5332,0.0002,0.0146,0.0146,0.5944,3,7,W,4.4482,4.2216,1.1844,3.0372,1.1224,2.8646,2.8296,1.0638,1.4713,1.6621,1.6599,1.4031,1.7917,3.491,2.8959,0.2423,2.059,1.2742,1.0253,1.9811,1.2152,2.3784,1.7905,1.7529,1.7297,1.4561,-1.836,0.0389,1.1121,0.4876,0.9797,-0.2187,1.8854,-2,0.6998,0.6031,-0.5291,-1.9586,-0.0313,-1.6093,2.8853,1.6036,784.2188,2.8944,0
2644,40.65,-97.6,1640,743.2000122,8,24.7,-5.3,111.5100021,16.76000023,-2,10.225,13.0947,712.1184,730.51,195.9199982,55.36999893,76.6634,39.1299,621.6526,229.1991,90.4658,2.5827,11.1083,7,0,3,4,4,26,10.8834,106.4395,31.9034,52.4074,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,949.0504,16281.4238,17.1555,0.9748,94.75,30,1.8318,15.03,56.9584,43.6106,1.1455,7.8717,3.107,9.2889,0.0889,0.0155,0.0155,0.5944,3,7,W,4.3639,4.2117,1.2344,2.9773,1.1171,2.8526,2.7935,1.0456,1.4771,1.6554,1.6503,1.3927,1.785,3.4923,2.8636,0.2629,2.0473,1.2243,0.9294,1.9766,1.177,2.3602,1.7434,1.9565,1.7194,1.6321,-1.8098,0.0628,0.8966,0.4937,0.9684,-0.2187,1.8846,-2,0.6031,0.6031,-0.358,-1.9586,-0.0111,-1.5935,2.8711,1.6092,828.0341,2.918,0
2645,40.08,-95.6,980,694.5,8,25.8,-4.4,132.8399963,22.10000038,0.100000001,11.4167,13.3089,756.9944,891.03,195.9199982,72.38999939,93.442,47.694,723.8762,317.0928,33.1183,17.7063,12.0417,7,0,1,5,6,26,10.8639,95.1579,37.1793,50.0714,4.599999905,4.599999905,2,0.7143,0.1429,0.001,14.2857,1221.9199,19708.2754,16.1289,0.8496,110.74,30.2,1.789,16.6366,57.3446,43.7893,1.0458,22.8573,2.3873,8.1012,0.0002,0.0142,0.0142,0.5944,3,7,W,4.5053,4.2946,1.2076,3.087,1.1241,2.8791,2.8597,1.0807,1.48,1.6667,1.659,1.4116,1.7878,3.4907,2.9499,0.2526,2.1233,1.3444,1.0253,2.0443,1.2211,2.5012,1.8597,1.5202,1.6996,1.1552,-1.8491,0.0236,1.3592,0.3797,0.9091,-0.2187,1.9706,-2,0.7789,0.6998,-0.8157,-1.9586,-0.0708,-1.617,2.8417,1.603,648.1272,2.8117,0
2646,40.1,-98.97,1855,893.5999756,8,25,-4.4,103.1200027,9.399999619,-2,10.4667,13.2086,713.3442,635.77,195.9199982,32.77000046,47.2073,24.0952,600.4982,126.5806,112.8461,-10.8747,11.1667,7,0,4,3,3,24,10.6459,101.7124,33.1939,62.6527,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,896.0441,13255.6797,14.7936,1.122,93.72,29.4,1.9464,9.1156,58,44.383,1.1879,6.3214,5.6355,15.1109,0.1067,0.018,0.018,0.5944,3,7,W,4.3118,4.1224,1.1701,2.9523,1.1209,2.8533,2.7785,1.0479,1.4683,1.6577,1.659,1.3979,1.7924,3.4916,2.8033,0.2892,2.0133,0.9731,0.9294,1.9718,0.9598,2.1024,1.5156,2.0525,1.7969,1.757,-1.7458,0.0784,0.8015,0.7517,1.1796,-0.2187,1.6741,-2,0.4786,0.4786,-0.2355,-1.9586,0.05,-1.5535,2.9511,1.6033,1294.0807,3.112,0
2647,40.1,-98.95,2010,892.0999756,8,24.8,-4.4,103.6299973,15.75,-2,10.425,13.1828,706.2029,640.59,195.9199982,50.04000092,62.3513,31.8249,569.4883,182.4661,136.7146,-9.2909,11.0667,7,0,4,3,3,26,10.4159,99.9128,31.2932,58.6208,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,820.5496,13997.4385,17.0586,1.1024,87.88,29.2,1.9413,15.1983,58.1662,44.5296,1.2401,5.1655,3.8703,11.3262,0.1055,0.0178,0.0178,0.5944,3,6,W,4.2483,4.146,1.2319,2.9141,1.12,2.8489,2.7555,1.044,1.4654,1.6573,1.659,1.3945,1.7936,3.4913,2.8066,0.2881,2.0155,1.1973,0.9294,1.9439,1.1818,2.2612,1.6994,2.1358,1.7681,1.757,-1.7502,0.0969,0.714,0.5889,1.0545,-0.2187,1.7949,-2,0.4786,0.4786,-0.2355,-1.9586,0.0423,-1.5564,2.9504,1.6033,925.5327,2.9664,0
2648,41.43,-96.47,1180,573.7999878,8,24.6,-6.1,110.7399979,19.55999947,-1,10.0083,13.0181,714.1119,756.92,195.9199982,63.50999832,82.1737,41.9425,642.6536,250.7559,71.4583,5.9946,11.075,7,0,3,4,4,26,11.1231,111.1389,32.3367,51.2657,3.5,3.5,2,0.5714,0.4286,0.001,42.8571,1002.8632,17009.3926,16.9608,0.9434,91.18,30.7,1.7556,17.663,55.8908,42.808,1.1112,9.9934,2.8478,8.6903,0.0201,0.0144,0.0144,0.5944,3,7,W,4.4082,4.2307,1.2294,3.0012,1.1145,2.8538,2.808,1.0443,1.4871,1.6533,1.6425,1.3909,1.7774,3.4929,2.8791,0.2444,2.0443,1.2914,0.9777,1.9599,1.2471,2.3993,1.8029,1.8541,1.7098,1.6321,-1.8411,0.0497,1.0001,0.456,0.9395,-0.2187,1.9148,-2,0.6031,0.6031,-0.358,-1.9586,-0.0253,-1.6123,2.7588,1.6174,724.8369,2.8602,0
2649,42.85,-97.47,1255,510.7999878,8,23.4,-8.2,99.05999756,11.68000031,-2,8.3833,12.7071,665.9341,636.01,195.9199982,41.65000153,63.6196,32.4722,571.189,180.5444,94.7451,-4.4936,9.95,7,0,3,4,4,24,11.4657,136.7683,30.7864,58.0867,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,824.6213,13945.4014,16.9113,1.047,87.38,31.6,1.869,11.7908,53.8012,41.2618,1.1659,7.0287,3.6885,10.4674,0.0927,0.016,0.016,0.5944,3,7,W,4.3281,4.1444,1.2282,2.9163,1.104,2.8234,2.7568,0.9978,1.4997,1.6373,1.6212,1.3692,1.7619,3.4965,2.8035,0.2716,1.9959,1.0674,0.9294,1.9414,1.0715,2.2566,1.6197,1.9766,1.7641,1.6321,-1.7971,0.0704,0.8475,0.568,1.0203,-0.2187,1.8037,-2,0.6031,0.6031,-0.358,-1.9586,0.02,-1.5858,2.7083,1.6321,985.8726,2.9938,0
2650,40.53,-97.6,1630,758.5999756,8,24.3,-4.3,118.8700027,14.98999977,-2,10.6083,13.1257,715.0886,755.91,195.9199982,47.25,70.9528,36.2152,655.074,240.1776,60.0145,5.7086,11.2583,7,0,2,4,5,26,10.3885,97.9277,35.719,56.7036,2.5,2.5,1,0.5714,0.2857,0.001,28.5714,1035.2424,17073.0781,16.4919,0.946,103.88,28.6,1.8871,12.6104,58.7302,45.0058,1.0916,11.9153,2.9773,10.0784,0.0922,0.0158,0.0158,0.5944,3,7,W,4.4341,4.2323,1.2173,3.015,1.1181,2.8544,2.8163,1.0515,1.4564,1.659,1.6599,1.3856,1.7975,3.4911,2.8785,0.2758,2.0751,1.1758,0.9294,2.0165,1.1007,2.3806,1.6745,1.7783,1.7536,1.4561,-1.8023,0.042,1.0765,0.4753,1.0038,-0.2187,1.851,-2,0.6998,0.6031,-0.5291,-1.9586,-0.0241,-1.5889,2.88,1.6079,985.933,2.9938,0
2651,41.45,-97.77,1590,669,8,23.9,-5.3,111,15.23999977,-1,9.9833,12.9892,703.57,711.2,195.9199982,56.38000107,71.9619,36.7302,620.1047,210.921,83.4654,1.0845,10.9,7,0,2,4,5,24,10.7307,107.4857,32.464,54.7761,3.5,3.5,2,0.5714,0.2857,0.001,28.5714,945.1307,15196.5049,16.0787,0.9893,95.76,29.2,1.8729,13.7297,57.6197,44.1556,1.1346,8.4295,3.3357,9.777,0.023,0.0158,0.0158,0.5944,3,7,W,4.3759,4.1817,1.2063,2.9755,1.1136,2.8473,2.7925,1.0374,1.4654,1.6531,1.6503,1.3784,1.7897,3.4924,2.852,0.2725,2.0453,1.183,0.9777,1.9812,1.1377,2.3241,1.7512,1.9216,1.7386,1.4561,-1.8014,0.0587,0.9263,0.5245,0.9906,-0.2187,1.8572,-2,0.6998,0.6031,-0.5291,-1.9586,-0.0047,-1.5884,2.8254,1.6176,848.1123,2.9285,0
2652,42.9,-102.2,3700,1024.599976,18,22.1,-6.4,78.73999786,10.15999985,-1,7.5833,12.6521,609.9294,466.59,68.94999695,48.25,27.7975,40.3154,414.7162,119.3486,195.2132,-23.501,8.8,6,1,4,1,2,23,10.3146,136.0165,26.788,68.8947,3.5,3.5,2,0.1667,0.6667,0.1667,66.6667,484.6929,9659.9521,19.93,1.3072,68.58,28.5,2.0251,12.9032,57.5261,44.019,1.4707,3.1244,5.1105,21.9419,0.0303,3.3349,3.3349,0.4267,3,4,D,3.9748,3.985,1.2995,2.6855,1.1022,2.7853,2.6178,0.9445,1.4548,1.6292,1.6395,1.3444,1.7891,3.4964,2.6689,0.3064,1.8962,1.0069,0.9777,1.8362,1.1107,2.0769,1.6836,2.2905,1.8382,1.824,0.5231,0.1705,0.4962,0.7093,1.3415,-0.3598,1.4442,0.0043,0.3032,0.0043,-0.1696,-0.7528,0.1163,0.5244,3.0106,1.6326,199.2178,2.2993,0
2653,40.93,-100.15,2585,962.4000244,18,24.1,-4.1,94.23000336,11.43000031,-2,10.0833,13.116,693.3031,565.13,195.9199982,35.81000137,40.6652,20.756,558.883,67.3961,134.4201,-18.4873,10.725,7,0,4,3,3,24,10.2848,101.9984,31.2944,66.4507,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,795.3398,11830.4229,14.8747,1.2268,82.8,28.2,2.0009,12.1299,59.1896,45.3791,1.2405,5.1577,10.287,17.0491,0.1163,0.0193,0.0193,0.5944,3,6,W,4.2449,4.073,1.1724,2.9006,1.1178,2.8409,2.7473,1.0304,1.4502,1.654,1.6618,1.382,1.8006,3.4916,2.7521,0.3012,1.9742,1.058,0.9294,1.918,1.0839,1.8287,1.5541,2.1285,1.8225,1.757,-1.7143,0.0971,0.7133,1.0127,1.232,-0.2187,1.6093,-2,0.4786,0.4786,-0.2355,-1.9586,0.0888,-1.533,2.9834,1.6121,1361.5728,3.134,0
2654,40.97,-98.32,1840,774.9000244,8,24.3,-5.3,103.3799973,13.72000027,-2,9.9083,13.0426,699.3932,657.6,195.9199982,47.75,60.7449,31.0049,590.2314,176.1922,109.1618,-5.9756,10.825,7,0,4,3,3,24,10.7804,108.8014,30.8521,56.2995,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,870.7571,13897.9756,15.9608,1.0636,89.66,29.6,1.8865,13.2714,57.2872,43.8848,1.1849,6.4069,3.9695,11.5136,0.0975,0.0167,0.0167,0.5944,3,7,W,4.3124,4.143,1.2031,2.9399,1.1154,2.8447,2.771,1.0344,1.4713,1.6523,1.6503,1.3856,1.7874,3.4926,2.818,0.2757,2.0144,1.1374,0.9294,1.9526,1.1229,2.246,1.6791,2.0381,1.7505,1.757,-1.7777,0.0773,0.8073,0.5998,1.0616,-0.2187,1.7836,-2,0.4786,0.4786,-0.2355,-1.9586,0.0268,-1.5737,2.8893,1.6126,994.1955,2.9975,0
2655,41.55,-98.53,2020,743.7999878,8,23.3,-6.5,99.56999969,11.43000031,-2,8.7833,12.8148,661.971,661.17,195.9199982,41.65000153,62.7851,32.0463,582.2108,197.2299,79.7602,-0.121,9.9833,7,0,2,5,5,24,10.838,123.3924,32.7216,59.3885,2.5,2.5,1,0.7143,0.2857,0.001,28.5714,851.2032,14676.2783,17.2418,1.0012,88.14,29.8,1.8072,11.4794,56.369,43.1895,1.137,8.2995,3.3563,10.5434,0.0875,0.0154,0.0154,0.5944,3,7,W,4.3632,4.1666,1.2366,2.93,1.1077,2.8208,2.7651,0.9993,1.4742,1.6413,1.6385,1.3674,1.7808,3.4946,2.8203,0.257,1.9981,1.058,0.9294,1.9452,1.0599,2.295,1.6197,1.9018,1.7737,1.4561,-1.8128,0.0596,0.9196,0.5272,1.0234,-0.2187,1.7979,-2,0.6998,0.6998,-0.5291,-1.9586,0.0005,-1.5954,2.8715,1.6187,1095.1746,3.0395,0
2656,41.9,-100.32,2705,921.2000122,18,22.6,-6.4,96.76999664,12.94999981,-1,8.1333,12.7243,633.6221,591.05,195.9199982,73.10719299,59.5139,30.3766,543.0843,113.2156,90.5378,-6.7188,9.35,6,0,3,2,3,24,10.5712,129.9734,30.4045,61.7298,3.5,3.5,2,0.3333,0.5,0.001,50,758.3673,13335.0459,17.5839,1.072,83.82,29,1.9647,13.3822,57.1006,43.7249,1.1667,6.9984,5.5966,10.6466,0.026,0.0174,0.0174,0.5095,3,7,W,4.3179,4.125,1.2451,2.8799,1.1046,2.8018,2.7349,0.9708,1.4624,1.6348,1.6395,1.3541,1.786,3.4955,2.7716,0.2933,1.9857,1.1123,0.9777,1.9233,1.1265,2.0539,1.864,1.9569,1.7905,1.6991,-1.7583,0.0707,0.8456,0.7487,1.0276,-0.2844,1.7747,-2,0.4786,0.3032,-0.2924,-1.9586,0.0302,-1.5615,2.9644,1.6223,838.2565,2.9234,0
2657,40.08,-99.22,2000,917.5999756,8,24.8,-4.4,105.6600037,9.649999619,-2,10.4167,13.1828,708.0961,610.36,195.9199982,31.75,41.1972,21.0276,588.6391,102.0664,119.457,-13.8027,11.1,7,0,4,3,3,26,10.5174,100.9672,33.7469,66.3482,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,866.8611,13440.7891,15.5051,1.1601,96.01,29.2,2.0773,9.1331,58.1662,44.5296,1.2029,5.9276,6.9376,17.188,0.1191,0.0195,0.0195,0.5944,3,7,W,4.2925,4.1284,1.1905,2.9379,1.12,2.8501,2.7698,1.0453,1.4654,1.6572,1.659,1.3945,1.7936,3.4915,2.7856,0.3175,2.0239,0.9845,0.9294,1.9823,0.9606,2.0089,1.5019,2.0772,1.8218,1.757,-1.7103,0.0838,0.7736,0.8418,1.2355,-0.2187,1.615,-2,0.4786,0.4786,-0.2355,-1.9586,0.0645,-1.5304,2.9627,1.603,1421.7174,3.1528,0
2658,41.63,-103.95,4550,1256.300049,18,21.3,-3.8,65.52999878,9.649999619,-2,8.1,12.7311,602.4343,382.27,68.94999695,31.23999977,21.5518,31.2572,335.9895,101.8829,266.4448,-36.5458,8.7583,6,2,5,1,1,20,9.1331,112.7538,18.9324,59.4315,2.5,2.5,1,0.1667,0.8333,0.3333,83.3333,341.7439,6791.7925,19.8739,1.5759,55.88,25.1,2.0571,14.7261,62.1418,47.7091,1.793,2.261,5.913,27.9528,0.1385,7.5791,7.5791,0.3433,3,3,D,3.6855,3.832,1.2983,2.5337,1.1049,2.7799,2.5263,0.9424,1.3997,1.6345,1.6646,1.3284,1.8205,3.4931,2.5824,0.3133,1.8164,0.9845,0.9294,1.7473,1.1681,2.0081,1.4949,2.4256,1.774,1.9209,0.8796,0.256,0.3562,0.7725,1.4466,-0.4518,1.3337,0.3032,0.0043,0.0043,-0.074,-0.4643,0.1975,0.8802,3.0991,1.6195,175.902,2.2453,0
2659,42.68,-103.88,4850,1147.5,18,21.2,-6.2,89.91999817,10.40999985,-2,6.9917,12.5311,582.5187,439.16,68.94999695,53.57392883,28.2858,41.0237,369.6833,95.1107,212.8354,-24.6101,8.2417,5,2,3,1,2,24,9.9139,141.7966,24.2347,66.221,2.5,2.5,1,0.2,0.6,0.4,60,400.4953,9270.9385,23.1487,1.3264,79.51,27.4,2.4571,11.577,58.6103,44.7713,1.5757,2.7369,6.1246,20.594,0.156,9.8193,9.8193,0.2583,3,4,D,3.8593,3.9671,1.3645,2.6026,1.098,2.7653,2.5678,0.916,1.4378,1.6232,1.6415,1.3263,1.7966,3.4972,2.6426,0.3904,1.9539,1.0175,0.9294,1.9004,1.0636,1.9783,1.729,2.3281,1.821,1.7782,0.9921,0.2002,0.4388,0.7878,1.314,-0.5713,1.4517,0.3032,0.3032,0.0043,-0.2147,-0.3872,0.1227,0.9925,3.0598,1.6303,180.6141,2.2568,0
2660,42.62,-97.27,1370,513.4000244,8,23.9,-6.8,105.6600037,12.44999981,-1,9.425,12.8734,698.4036,666.75,195.9199982,43.43999863,66.8041,34.0976,597.3567,184.7924,101.0469,-4.5323,10.6583,7,0,3,4,4,24,11.2374,119.2294,31.148,56.0594,3.5,3.5,2,0.5714,0.4286,0.001,42.8571,888.2761,14168.2715,15.9503,1.0475,93.21,30.7,1.9016,11.7831,55.4427,42.4906,1.1692,6.9117,3.7794,10.4545,0.0239,0.0163,0.0163,0.5944,3,7,W,4.3315,4.1513,1.2028,2.9485,1.1097,2.8441,2.7762,1.0277,1.4871,1.6476,1.6355,1.3784,1.7741,3.494,2.824,0.2791,2.0239,1.0952,0.9777,1.9695,1.0713,2.2667,1.638,2.0046,1.7486,1.6321,-1.7885,0.0716,0.8402,0.5786,1.0197,-0.2187,1.8249,-2,0.6031,0.6031,-0.358,-1.9586,0.0201,-1.5805,2.7105,1.6297,888.4156,2.9486,0
2661,40.65,-98.38,1940,805.7000122,8,24.5,-4.7,116.5899963,13.97000027,-2,10.3833,13.1183,712.3228,709.68,195.9199982,49.52999878,63.2447,32.2809,622.5389,212.7941,89.7839,-0.371,11.125,7,0,4,3,3,26,10.6348,102.4222,34.0843,57.6332,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,951.2975,15820.124,16.63,1.0037,102.62,29.2,1.9714,11.9822,57.9856,44.4129,1.1442,7.9337,3.3475,11.263,0.1016,0.017,0.017,0.5944,3,7,W,4.3656,4.1992,1.2209,2.9783,1.1179,2.8527,2.7942,1.0463,1.4654,1.6569,1.6561,1.3892,1.7923,3.4917,2.8511,0.2948,2.0667,1.1452,0.9294,2.0112,1.0785,2.328,1.695,1.9532,1.7607,1.757,-1.7701,0.0623,0.9,0.526,1.052,-0.2187,1.8011,-2,0.4786,0.4786,-0.2355,-1.9586,0.0016,-1.569,2.9062,1.6092,1000.0289,3,0
2662,40.52,-101.02,3051,1083.900024,18,23.8,-3.4,85.84999847,12.44999981,-1,10.0417,13.1364,679.1171,548.37,195.9199982,40.63999939,44.5309,22.7291,543.6639,102.6637,135.4531,-19.2525,10.5167,7,0,4,3,3,24,9.8447,98.039,27.671,60.5525,3.5,3.5,2,0.4286,0.5714,0.001,57.1429,759.7115,11606.8877,15.278,1.2384,73.4,27.2,1.8787,14.502,60.4651,46.4144,1.2491,5.0137,6.615,15.2505,0.0269,0.0185,0.0185,0.5944,3,6,W,4.2317,4.0647,1.1841,2.8806,1.1185,2.8319,2.7353,1.0219,1.4346,1.6536,1.6684,1.3766,1.8093,3.4911,2.7391,0.2738,1.9337,1.0952,0.9777,1.8657,1.1614,2.0115,1.6091,2.1318,1.7821,1.757,-1.7338,0.1001,0.701,0.8212,1.1836,-0.2187,1.6488,-2,0.4786,0.4786,-0.2355,-1.9586,0.0929,-1.5458,3.035,1.6078,1165.5984,3.0665,0
2663,42.68,-102.7,3855,1087.5,18,22.1,-5.5,79.5,13.21000004,-2,7.95,12.7191,616.6313,502.93,68.94999695,59.91337585,30.2861,43.9248,429.2484,119.2148,187.383,-18.4391,8.975,6,0,4,1,2,23,10.0256,126.1088,24.9094,59.4342,2.5,2.5,1,0.1667,0.6667,0.001,66.6667,513.2115,10442.7139,20.3478,1.2261,66.29,27.6,1.8969,16.6164,58.8674,45.0851,1.4365,3.2908,5.1724,20.3602,0.107,0.0182,0.0182,0.5095,3,4,D,4.0117,4.0188,1.3085,2.7103,1.1045,2.79,2.6327,0.953,1.4409,1.633,1.6484,1.3444,1.7984,3.495,2.7015,0.278,1.9004,1.1209,0.9294,1.8214,1.2205,2.0764,1.7776,2.2728,1.774,1.824,-1.7389,0.1603,0.5186,0.7145,1.309,-0.2844,1.4814,-2,0.3032,0.0043,-0.1696,-1.9586,0.0885,-1.5491,3.0364,1.6303,212.9382,2.3283,0
2664,42.52,-102.7,3805,1106.300049,18,21.9,-6.2,75.69000244,7.369999886,-2,7.5583,12.6371,608.8166,430.52,68.94999695,35.56000137,20.9622,30.4021,384.6932,88.9002,224.1234,-29.2858,8.8,6,0,5,1,1,24,10.2518,135.6355,25.938,72.2977,2.5,2.5,1,0.1667,0.8333,0.001,83.3333,427.8486,9002.5352,21.0414,1.4141,68.32,28.1,2.1097,9.7371,57.997,44.371,1.5826,2.7164,6.8483,29.0435,0.1331,0.0217,0.0217,0.5095,3,4,D,3.8686,3.9544,1.3231,2.6313,1.1016,2.7845,2.5851,0.9445,1.4487,1.629,1.6415,1.3404,1.7924,3.4963,2.634,0.3242,1.879,0.8675,0.9294,1.8345,0.9884,1.949,1.5511,2.3505,1.8591,1.9209,-1.6645,0.2021,0.4356,0.8362,1.4632,-0.2844,1.3216,-2,0.0043,0.0043,-0.074,-1.9586,0.1505,-1.4996,3.0439,1.6287,216.9807,2.3364,0
2665,40.18,-97.58,1480,785.2000122,8,24.8,-4.8,113.2799988,18.29000092,-2,10.3333,13.1489,708.9464,754.37,195.9199982,61.20999908,76.6675,39.132,642.8495,222.0373,66.0969,6.4072,11.1083,7,0,2,4,5,26,10.6615,103.1759,33.5313,53.3392,2.5,2.5,1,0.5714,0.2857,0.001,28.5714,1003.3709,17074.3105,17.0169,0.9398,94.99,29.6,1.802,16.1458,57.5931,44.0885,1.1028,10.7259,3.1929,9.247,0.0859,0.0151,0.0151,0.5944,3,7,W,4.418,4.2323,1.2309,3.0015,1.1189,2.8506,2.8081,1.0456,1.4713,1.6564,1.6551,1.3945,1.7895,3.4918,2.8776,0.2558,2.0542,1.2622,0.9294,1.9777,1.2081,2.3464,1.7869,1.8202,1.727,1.4561,-1.8203,0.0464,1.0308,0.5055,0.9665,-0.2187,1.8847,-2,0.6998,0.6031,-0.5291,-1.9586,-0.027,-1.5999,2.895,1.6041,873.5349,2.9413,0
2666,42.32,-103.07,4270,1155.599976,18,22.2,-4.2,87.87999725,9.399999619,-2,8.4917,12.8372,623.8732,434.08,68.94999695,30.73999977,25.6492,37.1997,399.9495,82.6135,223.9238,-30.4218,9.2,6,1,4,1,2,23,9.5633,112.6201,24.9067,68.8539,2.5,2.5,1,0.1667,0.6667,0.1667,66.6667,456.382,8752.1357,19.1772,1.4372,78.48,26.4,2.4294,10.6964,60.7143,46.5999,1.5599,2.7861,7.5517,24.3233,0.1626,4.2702,4.2702,0.4267,3,4,D,3.8958,3.9421,1.2828,2.6593,1.1085,2.7951,2.602,0.9638,1.4216,1.6384,1.6609,1.3464,1.811,3.4931,2.6376,0.3855,1.9439,0.9731,0.9294,1.8948,1.0292,1.9171,1.4878,2.3501,1.8379,1.824,0.6304,0.1959,0.4466,0.8786,1.3862,-0.3598,1.4092,0.0043,0.3032,0.0043,-0.1696,-0.7528,0.1575,0.6315,3.0628,1.6266,209.3119,2.3208,0
