@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecan {0,1}

@data


19,32.8200,680.0000,266.0000,25.7000,5.2000,159.7700,77.9800,-4.0000,15.7250,1391.41,0.5000,1,0.5000,14.4070,15.7250,844.6215,793.0575,664.7295,28767.5609,20.2329,1421.8237,54.5615,51.5641,64.7377,0.6070,0.0000,81.7900,20.5000,1.3779,48.8077,71.0042,7.4983,23.0014,47.6837,19.8372,174.5200,1.0650,16.3800,1.2706,9.0614,26.0000,9.0000,0.0000,2.0000,7.0000,6.0000,93.2112,0.0010,0.2222,0.6667,22.2222,7.0000,3.0000,W,0.1653,0.0102,0.0102,0.7642,1.5163,4.4589,3.1528,2.8325,1.1586,2.9267,2.8993,1.1966,1.3118,1.7052,1.7419,1.4099,1.8751,3.4840,3.1435,0.1392,-3.0000,0.8129,1.9127,1.3470,-0.6341,0.0314,2.8227,2.2035,1.8920,2.4249,-1.9586,-2.0000,-0.1111,0.1074,0.8457,1.9695,-2.0000,1.3061,1.6885,1.7124,1.2975,1.2146,0.9577,0.7789,-0.2168,-1.6946,733.6606,2.8655,0
20,34.1200,617.0000,414.0000,26.3000,4.7000,179.3200,77.2200,-4.0000,15.8917,1499.36,0.5000,1,0.5000,14.4054,15.8917,863.9728,789.3628,764.6631,31915.7455,22.6217,1410.8448,53.2143,74.6100,73.5425,0.5762,0.0000,102.1000,21.6000,1.4352,43.0627,69.7055,7.8364,27.1630,49.3117,21.7397,174.5200,1.0945,11.5799,1.1299,8.3239,28.0000,9.0000,0.0000,2.0000,7.0000,7.0000,103.7940,0.0010,0.2222,0.7778,22.2222,7.0000,3.0000,W,0.1794,0.0103,0.0103,0.7642,1.5331,4.5040,3.1495,2.7903,1.1585,2.9365,2.8973,1.2012,1.3345,1.7066,1.7380,1.4200,1.8675,3.4842,3.1759,0.1569,-3.0000,0.8129,2.0090,1.3470,-0.6341,0.0432,2.8835,2.2536,1.8877,2.6170,-1.9586,-2.0000,-0.1111,0.0569,0.8457,2.0162,-2.0000,1.3545,1.6341,1.8729,1.3373,1.0641,0.9208,0.8457,-0.2394,-1.6925,586.4243,2.7682,0
21,32.8700,450.0000,241.0000,26.8000,6.4000,177.2900,84.3300,-4.0000,17.1083,1517.89,0.5000,1,0.5000,14.7324,17.1083,915.9811,864.1066,684.2454,30223.4619,18.4350,1639.4635,54.2830,51.8745,65.7119,0.6035,0.0000,92.9600,20.4000,1.4016,47.5661,71.5877,7.4830,24.9468,43.7390,19.7222,174.5200,1.0600,17.6576,1.3387,9.0257,26.0000,10.0000,0.0000,2.0000,8.0000,8.0000,101.4855,0.0010,0.2000,0.8000,20.0000,7.0000,4.0000,W,0.1743,0.0104,0.0104,0.8492,1.5169,4.4803,3.2147,2.6532,1.1683,2.9619,2.9366,1.2332,1.3096,1.7169,1.7513,1.4281,1.8785,3.4834,3.1812,0.1466,-3.0000,0.8129,1.9683,1.3012,-0.6778,0.0294,2.8352,2.2487,1.9260,2.3820,-1.9586,-2.0000,-0.0659,0.1299,0.9036,2.0064,-2.0000,1.2656,1.6773,1.7150,1.2950,1.2472,0.9560,0.9036,-0.2193,-1.6904,623.1102,2.7946,0
22,31.4700,285.0000,77.0000,27.1000,9.2000,174.7500,83.5700,-4.0000,18.6000,1623.59,0.5000,1,4.5000,15.2819,18.6000,978.3535,934.8774,735.7166,31540.8965,16.8819,1868.3263,56.4109,43.4761,65.9513,0.6026,0.0000,91.1800,17.9000,1.2916,47.8226,75.1734,6.6763,25.4691,35.8940,18.8243,174.5200,1.0465,22.5032,1.3298,9.6321,26.0000,12.0000,0.0000,1.0000,11.0000,11.0000,101.5724,0.0010,0.0833,0.9167,8.3333,7.0000,4.0000,W,0.1374,0.0100,0.0100,1.0190,1.4980,4.4989,3.2715,2.4548,1.1842,2.9905,2.9708,1.2695,1.2529,1.7292,1.7723,1.4330,1.8986,3.4823,3.2105,0.1111,-3.0000,1.0212,1.9599,0.9213,-1.0301,0.0239,2.8667,2.2424,1.9221,1.8865,-1.9586,-2.0000,0.0124,0.1270,1.0418,2.0068,-2.0000,1.2274,1.6796,1.6384,1.2747,1.3524,0.9842,1.0418,-0.2200,-1.6990,631.2866,2.8002,0
23,33.2800,418.0000,301.0000,26.9000,7.3000,170.9400,82.3000,-4.0000,17.4667,1437.64,0.5000,1,0.5000,14.8986,17.4667,928.0323,832.0851,674.7343,27972.1276,18.1655,1539.8501,55.0111,95.9471,54.9127,0.6455,0.0000,88.6400,19.6000,1.4268,48.1455,72.7399,7.1364,25.6935,40.8571,21.4464,174.5200,1.1153,9.6723,1.3754,9.7080,26.0000,11.0000,0.0000,3.0000,8.0000,8.0000,95.5943,0.0010,0.2727,0.7273,27.2727,7.0000,4.0000,W,0.1928,0.0111,0.0111,0.9341,1.5223,4.4467,3.1875,2.6212,1.1731,2.9676,2.9202,1.2422,1.2923,1.7199,1.7582,1.4298,1.8850,3.4830,3.1577,0.1544,-3.0000,0.8129,1.9476,1.4359,-0.5487,0.0513,2.8291,2.2328,1.9154,2.4786,-1.9586,-2.0000,-0.0250,0.1416,0.9036,1.9805,-2.0000,1.2592,1.6826,1.9821,1.3314,0.9860,0.9876,0.9036,-0.1901,-1.6757,656.8111,2.8174,0
24,32.8200,610.0000,253.0000,26.2000,6.0000,176.7800,79.7600,-4.0000,16.5333,1513.30,0.5000,1,0.5000,14.5957,16.5333,882.8737,840.6384,726.6590,30754.7170,19.6363,1566.2148,54.7311,42.2353,71.4062,0.5834,0.0000,97.0200,20.2000,1.4018,45.1182,71.6292,7.4041,26.6240,44.7828,21.1120,174.5200,1.0502,20.9037,1.2150,8.3740,26.0000,10.0000,0.0000,1.0000,9.0000,9.0000,105.4308,0.0010,0.1000,0.9000,10.0000,7.0000,4.0000,W,0.1714,0.0102,0.0102,0.8492,1.5163,4.4879,3.1949,2.7853,1.1642,2.9459,2.9246,1.2184,1.3054,1.7121,1.7482,1.4183,1.8787,3.4836,3.1799,0.1467,-3.0000,0.8129,1.9869,1.0004,-0.9586,0.0254,2.8613,2.2474,1.9018,2.4031,-1.9586,-2.0000,-0.0659,0.0881,0.9547,2.0230,-2.0000,1.2931,1.6544,1.6258,1.3245,1.3204,0.9235,0.9547,-0.2340,-1.6946,631.4580,2.8003,0
25,31.8800,500.0000,171.0000,26.5000,7.8000,166.6200,68.0700,-4.0000,17.7167,1343.64,0.5000,1,0.5000,14.9438,17.7167,929.3987,863.0051,581.2058,25091.9263,15.3374,1635.9958,56.1036,66.3936,44.5709,0.6917,0.0000,98.5500,18.7000,1.4881,40.8534,73.8462,6.8297,25.0145,38.5497,22.3404,174.5200,1.0769,13.9983,1.5991,10.7283,24.0000,11.0000,0.0000,2.0000,9.0000,8.0000,86.6304,0.0010,0.1818,0.7273,18.1818,7.0000,4.0000,W,0.2244,0.0121,0.0121,0.9341,1.5037,4.3995,3.2138,2.6990,1.1745,2.9682,2.9360,1.2484,1.2718,1.7219,1.7619,1.4232,1.8912,3.4827,3.1283,0.1726,-3.0000,0.8129,1.9937,1.2599,-0.7172,0.0362,2.7643,2.2217,1.8330,2.2330,-1.9586,-2.0000,-0.0250,0.2066,0.9547,1.9377,-2.0000,1.1858,1.6112,1.8222,1.3491,1.1464,1.0309,0.9036,-0.1601,-1.6556,810.7760,2.9089,0
26,30.3800,12.0000,5.0000,27.1000,9.8000,195.5800,89.4100,0.1000,18.8000,1629.17,4.6000,2,4.5000,15.4071,18.8000,981.0856,981.0856,519.6755,32120.4273,15.8689,2024.1070,56.9089,0.0000,66.0579,0.6022,0.0000,106.1700,17.3000,1.4406,45.7153,76.0055,6.4817,31.8585,34.4772,23.4661,117.3525,1.0000,981.0856,1.8879,13.4962,26.0000,12.0000,0.0000,0.0000,12.0000,11.0000,72.6934,0.0010,0.0000,0.9167,0.0000,8.0000,4.0000,W,0.0001,0.0113,0.0113,1.0190,1.4827,4.5068,3.3062,1.0792,1.1877,2.9917,2.9917,1.2742,1.2380,1.7308,1.7767,1.4330,1.9031,3.4821,3.2120,0.1585,-3.0000,1.0212,2.0260,-2.0000,-2.0000,0.0043,2.7157,2.2913,1.9514,0.6998,-1.9586,-2.0000,0.0124,0.2783,1.0795,1.8616,-2.0000,1.2005,1.6601,-2.0000,1.3704,2.9917,1.1305,1.0418,-0.2203,-1.6716,1023.2674,3.0100,0
27,30.2500,8.0000,1.0000,28.3000,10.7000,184.6600,91.6900,-0.5000,20.3333,1631.95,4.0000,2,4.5000,15.7188,20.3333,1087.0696,1080.8962,520.7897,29253.0752,12.3052,2377.2859,55.5496,6.1734,50.1238,0.6661,0.0000,92.9700,17.6000,1.3578,49.6534,75.9891,6.6150,27.5083,32.5330,20.2273,117.3525,1.0057,176.0893,2.0873,15.1599,24.0000,12.0000,0.0000,1.0000,11.0000,11.0000,71.7069,0.0010,0.0833,0.9167,8.3333,8.0000,4.0000,W,0.0027,0.0111,0.0111,1.0190,1.4809,4.4662,3.3761,0.9031,1.1964,3.0363,3.0338,1.3082,1.2455,1.7430,1.7832,1.4518,1.9030,3.4818,3.2127,0.1328,-3.0000,1.0212,1.9683,0.9213,-1.0301,0.0068,2.7167,2.2664,1.9623,0.0043,-1.9586,-2.0000,0.0124,0.3217,1.0418,1.8556,-2.0000,1.0901,1.6959,0.7912,1.3059,2.2458,1.1810,1.0418,-0.1765,-1.6757,439.7882,2.6432,0
28,32.5200,100.0000,183.0000,26.9000,6.8000,163.5800,88.1400,-4.0000,17.3167,1415.80,0.5000,1,0.5000,14.8114,17.3167,923.9959,810.7746,695.9021,27405.9215,18.5810,1474.9396,54.5303,113.2213,53.2258,0.6526,0.0000,75.4400,20.1000,1.3865,53.8819,72.0445,7.3929,24.5868,42.6921,20.8392,174.5200,1.1396,8.1610,1.3278,9.2916,26.0000,11.0000,0.0000,3.0000,8.0000,8.0000,99.4438,0.0010,0.2727,0.7273,27.2727,7.0000,4.0000,W,0.1765,0.0108,0.0108,0.9341,1.5123,4.4378,3.1688,2.0000,1.1706,2.9657,2.9089,1.2385,1.3032,1.7186,1.7543,1.4298,1.8811,3.4833,3.1510,0.1419,-3.0000,0.8129,1.8776,1.4359,-0.5487,0.0605,2.8426,2.2137,1.9452,2.2625,-1.9586,-2.0000,-0.0250,0.1264,0.9036,1.9976,-2.0000,1.2691,1.7314,2.0540,1.3189,0.9123,0.9686,0.9036,-0.1854,-1.6819,587.9743,2.7694,0
29,31.3800,469.0000,98.0000,27.1000,9.2000,161.2900,71.6300,-4.0000,18.7667,1444.77,0.5000,1,4.5000,15.2819,18.7667,985.9817,921.1227,566.7821,26350.9673,14.4554,1822.9175,56.4109,64.8590,46.5311,0.6824,0.0000,89.6600,17.9000,1.3396,44.4107,75.1734,6.6011,27.4058,35.1749,22.7627,174.5200,1.0704,15.2019,1.7396,10.9357,24.0000,12.0000,0.0000,2.0000,10.0000,10.0000,90.1618,0.0010,0.1667,0.8333,16.6667,7.0000,4.0000,W,0.1664,0.0110,0.0110,1.0190,1.4968,4.4208,3.2608,2.6712,1.1842,2.9939,2.9643,1.2734,1.2529,1.7305,1.7723,1.4330,1.8986,3.4822,3.1598,0.1270,-3.0000,1.0212,1.9526,1.2221,-0.7528,0.0336,2.7534,2.2076,1.8551,1.9913,-1.9586,-2.0000,0.0124,0.2429,1.0004,1.9551,-2.0000,1.1600,1.6475,1.8120,1.3572,1.1822,1.0392,1.0004,-0.1660,-1.6778,758.0603,2.8797,0
30,32.0000,215.0000,188.0000,26.8000,7.8000,162.5600,74.4200,-4.0000,17.6583,1321.32,0.5000,1,0.5000,14.9778,17.6583,930.6147,813.8902,546.6022,24147.5788,16.2680,1484.3601,55.6370,116.7245,41.9836,0.7043,0.0000,88.1400,19.0000,1.4763,45.7800,73.5376,6.9611,24.4038,39.4212,22.1631,174.5200,1.1434,7.9727,1.7025,11.2981,24.0000,11.0000,0.0000,3.0000,8.0000,8.0000,82.3691,0.0010,0.2727,0.7273,27.2727,7.0000,4.0000,W,0.2227,0.0121,0.0121,0.9341,1.5053,4.3829,3.1715,2.3324,1.1754,2.9688,2.9106,1.2469,1.2788,1.7215,1.7619,1.4281,1.8895,3.4828,3.1210,0.1692,-3.0000,0.8129,1.9452,1.4359,-0.5487,0.0620,2.7377,2.2110,1.8717,2.2742,-1.9586,-2.0000,-0.0250,0.2336,0.9036,1.9158,-2.0000,1.2113,1.6607,2.0672,1.3456,0.9021,1.0534,0.9036,-0.1522,-1.6556,818.4156,2.9130,0
31,31.4500,290.0000,93.0000,27.1000,8.7000,186.9400,69.8500,-4.0000,18.3417,1627.38,0.5000,1,4.5000,15.1818,18.3417,965.9202,961.6308,736.3696,32249.2003,16.4712,1957.9152,55.9805,4.2894,68.4798,0.5935,0.0000,117.0900,18.4000,1.3785,37.3649,74.4799,6.8402,30.2492,37.2931,22.3052,174.5200,1.0045,225.1877,1.3117,8.8079,26.0000,12.0000,0.0000,1.0000,11.0000,12.0000,109.6657,0.0010,0.0833,1.0000,8.3333,8.0000,4.0000,W,0.1699,0.0105,0.0105,1.0190,1.4978,4.5085,3.2918,2.4624,1.1813,2.9849,2.9830,1.2634,1.2648,1.7271,1.7686,1.4330,1.8948,3.4825,3.2115,0.1394,-3.0000,1.0212,2.0685,0.9213,-1.0301,0.0063,2.8671,2.2717,1.8442,1.9685,-1.9586,-2.0000,0.0124,0.1211,1.0418,2.0401,-2.0000,1.2167,1.5725,0.6334,1.3484,2.3526,0.9454,1.0795,-0.2266,-1.6882,702.7369,2.8468,0
32,30.5500,23.0000,2.0000,27.5000,10.1000,203.2000,90.6800,0.1000,19.3083,1719.84,4.6000,2,4.5000,15.5118,19.3083,1015.2902,1015.2902,688.6713,36732.0859,17.1438,2142.5932,56.4683,0.0000,69.3939,0.5903,0.0000,112.5200,17.4000,1.4178,44.6260,76.0000,6.4895,29.4202,33.6098,20.5277,174.5200,1.0000,1015.2902,1.4743,7.8709,30.0000,12.0000,0.0000,0.0000,12.0000,12.0000,128.9928,0.0010,0.0000,1.0000,0.0000,8.0000,4.0000,W,0.0001,0.0110,0.0110,1.0190,1.4852,4.5650,3.3309,1.3617,1.1907,3.0066,3.0066,1.2857,1.2405,1.7349,1.7789,1.4393,1.9031,3.4820,3.2355,0.1516,-3.0000,1.0212,2.0512,-2.0000,-2.0000,0.0043,2.8380,2.3079,1.9575,0.3032,-1.9586,-2.0000,0.0124,0.1715,1.0795,2.1106,-2.0000,1.2341,1.6496,-2.0000,1.3123,3.0066,0.8966,1.0795,-0.2289,-1.6778,689.6229,2.8386,0
33,34.3700,625.0000,404.0000,26.0000,4.2000,164.0800,83.8200,-4.0000,15.4417,1406.14,0.5000,1,0.5000,14.2953,15.4417,844.6765,785.1696,652.2131,28971.5703,20.7173,1398.4256,53.0597,59.5068,66.4708,0.6007,0.0000,80.2600,21.8000,1.4003,51.0848,69.2958,7.9340,19.7271,51.3804,16.8351,174.5200,1.0758,14.1946,1.2951,8.0694,26.0000,9.0000,0.0000,2.0000,7.0000,7.0000,104.6766,0.0010,0.2222,0.7778,22.2222,7.0000,3.0000,W,0.1700,0.0102,0.0102,0.7642,1.5363,4.4620,3.1456,2.7959,1.1552,2.9267,2.8950,1.1887,1.3385,1.7028,1.7340,1.4150,1.8651,3.4845,3.1480,0.1462,-3.0000,0.8129,1.9045,1.3470,-0.6341,0.0357,2.8144,2.2151,1.9233,2.6064,-1.9586,-2.0000,-0.1111,0.1156,0.8457,2.0199,-2.0000,1.3163,1.7083,1.7746,1.2262,1.1524,0.9074,0.8457,-0.2213,-1.6946,592.4249,2.7726,0
34,33.6800,365.0000,309.0000,26.9000,5.3000,177.8000,88.3900,-4.0000,16.3833,1491.49,0.5000,1,0.5000,14.5676,16.3833,887.5838,791.4051,748.2585,31093.5398,21.9446,1416.9094,53.0414,96.1788,68.0393,0.5951,0.0000,89.4100,21.6000,1.4305,49.7132,69.9583,7.8236,26.6202,47.7534,21.4177,174.5200,1.1215,9.2285,1.1862,8.6251,28.0000,9.0000,0.0000,3.0000,6.0000,6.0000,102.9067,0.0010,0.3333,0.6667,33.3333,7.0000,4.0000,W,0.1823,0.0105,0.0105,0.7642,1.5275,4.4927,3.1513,2.5623,1.1634,2.9482,2.8984,1.2144,1.3345,1.7108,1.7427,1.4298,1.8690,3.4840,3.1736,0.1555,-3.0000,0.8129,1.9514,1.5230,-0.4643,0.0537,2.8741,2.2499,1.9464,2.4900,-1.9586,-2.0000,-0.1111,0.0778,0.7789,2.0125,-2.0000,1.3413,1.6965,1.9831,1.3308,0.9656,0.9363,0.7789,-0.2254,-1.6882,544.4231,2.7359,0
35,31.3800,275.0000,80.0000,26.8000,8.4000,161.8000,64.7700,-4.0000,18.2083,1543.82,0.5000,1,4.5000,15.0909,18.2083,958.2512,944.3531,732.3940,30589.0012,16.1006,1899.8667,56.1932,13.8982,61.1081,0.6207,0.0000,97.0300,18.4000,1.2577,40.0309,74.3733,6.8301,24.3766,37.5107,18.9478,174.5200,1.0147,68.9479,1.3084,8.4473,26.0000,12.0000,0.0000,1.0000,11.0000,11.0000,113.4392,0.0010,0.0833,0.9167,8.3333,7.0000,4.0000,W,0.1231,0.0097,0.0097,1.0190,1.4968,4.4856,3.2787,2.4393,1.1787,2.9815,2.9751,1.2603,1.2648,1.7260,1.7664,1.4281,1.8942,3.4825,3.1886,0.0996,-3.0000,1.0212,1.9869,0.9213,-1.0301,0.0106,2.8648,2.2090,1.8114,1.9031,-1.9586,-2.0000,0.0124,0.1200,1.0418,2.0548,-2.0000,1.2068,1.6024,1.1433,1.2776,1.8386,0.9272,1.0418,-0.2071,-1.7055,571.8285,2.7573,0
36,34.0200,565.0000,394.0000,26.6000,4.6000,166.3700,74.9300,-4.0000,16.0167,1424.94,0.5000,1,0.5000,14.4267,16.0167,873.6671,796.5701,702.1957,28679.8384,20.0237,1432.2929,52.7168,77.0970,63.0987,0.6131,0.0000,91.4400,22.0000,1.4011,45.0382,69.2737,8.0013,23.9521,49.9564,20.1711,174.5200,1.0968,11.3321,1.2442,8.8585,26.0000,9.0000,0.0000,3.0000,6.0000,6.0000,98.6248,0.0010,0.3333,0.6667,33.3333,7.0000,3.0000,W,0.1723,0.0103,0.0103,0.7642,1.5319,4.4576,3.1560,2.7520,1.1592,2.9413,2.9012,1.2046,1.3424,1.7077,1.7372,1.4249,1.8649,3.4843,3.1538,0.1465,-3.0000,0.8129,1.9611,1.5230,-0.4643,0.0441,2.8465,2.2211,1.8747,2.5955,-1.9586,-2.0000,-0.1111,0.0984,0.7789,1.9940,-2.0000,1.3015,1.6536,1.8871,1.3047,1.0547,0.9479,0.7789,-0.2125,-1.6925,616.6614,2.7900,0
37,32.8300,125.0000,219.0000,27.1000,6.2000,167.8900,73.9100,-4.0000,17.0750,1372.09,0.5000,1,0.5000,14.7336,17.0750,918.0832,763.0222,678.5083,26177.1784,19.6296,1333.5574,53.6596,155.0611,49.4516,0.6691,0.0000,93.9800,20.9000,1.4683,44.0229,71.0125,7.6633,27.3310,44.8800,23.9031,174.5200,1.2032,5.9208,1.3531,9.4628,26.0000,10.0000,0.0000,3.0000,7.0000,7.0000,97.0207,0.0010,0.3000,0.7000,30.0000,7.0000,4.0000,W,0.2086,0.0115,0.0115,0.8492,1.5164,4.4179,3.1250,2.0969,1.1683,2.9629,2.8825,1.2324,1.3201,1.7166,1.7497,1.4330,1.8751,3.4836,3.1374,0.1668,-3.0000,0.8129,1.9730,1.4773,-0.5086,0.0839,2.8316,2.2250,1.8687,2.3405,-1.9586,-2.0000,-0.0659,0.1345,0.8457,1.9869,-2.0000,1.2929,1.6437,2.1905,1.3785,0.7731,0.9765,0.8457,-0.1745,-1.6676,586.4783,2.7683,0
38,31.0500,145.0000,74.0000,26.6000,8.7000,166.6200,76.4500,-4.0000,18.1417,1498.10,0.5000,1,4.5000,15.1274,18.1417,948.0960,937.8931,651.3686,28377.8657,15.1079,1878.3415,56.7905,10.2030,58.0114,0.6329,0.0000,90.1700,17.9000,1.3347,45.8828,75.0000,6.6471,26.5443,36.6402,21.2624,174.5200,1.0109,92.9233,1.4555,9.3478,24.0000,12.0000,0.0000,2.0000,10.0000,11.0000,101.4249,0.0010,0.1667,0.9167,16.6667,7.0000,4.0000,W,0.1581,0.0105,0.0105,1.0190,1.4922,4.4530,3.2738,2.1614,1.1798,2.9769,2.9722,1.2587,1.2529,1.7254,1.7686,1.4249,1.8976,3.4824,3.1755,0.1254,-3.0000,1.0212,1.9551,1.2221,-0.7528,0.0090,2.8138,2.2217,1.8834,1.8693,-1.9586,-2.0000,0.0124,0.1660,1.0004,2.0062,-2.0000,1.1792,1.6616,1.0092,1.3276,1.9682,0.9712,1.0418,-0.1987,-1.6882,737.2040,2.8676,0
39,32.7000,220.0000,206.0000,27.7000,7.6000,165.3500,83.8200,-4.0000,18.1750,1440.94,0.5000,1,0.5000,15.0391,18.1750,973.9190,833.8809,681.9494,27037.9171,17.4961,1545.3707,54.0854,140.0381,47.9528,0.6759,0.0000,81.5300,20.1000,1.3770,50.6925,72.3521,7.3643,26.5100,40.5189,22.0773,174.5200,1.1679,6.9547,1.4281,11.2089,26.0000,11.0000,0.0000,3.0000,8.0000,7.0000,86.8878,0.0010,0.2727,0.6364,27.2727,7.0000,4.0000,W,0.1766,0.0109,0.0109,0.9341,1.5147,4.4320,3.1890,2.3424,1.1772,2.9885,2.9211,1.2595,1.3032,1.7257,1.7604,1.4425,1.8828,3.4829,3.1586,0.1389,-3.0000,0.8129,1.9113,1.4359,-0.5487,0.0711,2.8338,2.2184,1.9233,2.3139,-1.9586,-2.0000,-0.0250,0.1578,0.9036,1.9390,-2.0000,1.2429,1.7049,2.1463,1.3439,0.8429,1.0500,0.8457,-0.1701,-1.6799,703.4014,2.8472,0
40,31.8500,470.0000,142.0000,27.3000,9.0000,171.4500,68.3300,-4.0000,18.6583,1463.55,0.5000,1,4.5000,15.2624,18.6583,984.1261,923.5012,588.8393,26757.7768,14.6158,1830.7380,55.9153,60.6248,48.7157,0.6724,0.0000,103.1200,18.3000,1.4058,39.8542,74.6888,6.7360,25.8354,36.1018,21.1831,174.5200,1.0656,16.2331,1.6713,12.0275,24.0000,12.0000,0.0000,4.0000,8.0000,8.0000,81.8233,0.0010,0.3333,0.6667,33.3333,7.0000,4.0000,W,0.1921,0.0114,0.0114,1.0190,1.5032,4.4275,3.2626,2.6721,1.1836,2.9931,2.9654,1.2709,1.2625,1.7296,1.7709,1.4362,1.8959,3.4823,3.1654,0.1479,-3.0000,1.0212,2.0133,1.5230,-0.4643,0.0317,2.7700,2.2341,1.8346,2.1523,-1.9586,-2.0000,0.0124,0.2256,0.9036,1.9129,-2.0000,1.1648,1.6005,1.7827,1.3260,1.2107,1.0805,0.9036,-0.1724,-1.6696,844.0726,2.9264,0
41,34.3300,578.0000,414.0000,26.2000,4.4000,157.4800,77.7200,-4.0000,15.6500,1360.40,0.5000,1,0.5000,14.3490,15.6500,855.6685,765.9304,652.6296,27495.2464,20.4882,1342.0054,53.0215,89.7381,58.9868,0.6290,0.0000,79.7600,21.8000,1.3891,49.3523,69.3820,7.9719,21.0499,50.9389,18.5680,174.5200,1.1172,9.5352,1.3111,8.6220,26.0000,9.0000,0.0000,2.0000,7.0000,7.0000,99.2430,0.0010,0.2222,0.7778,22.2222,7.0000,3.0000,W,0.1700,0.0103,0.0103,0.7642,1.5358,4.4393,3.1278,2.7619,1.1568,2.9323,2.8842,1.1945,1.3385,1.7046,1.7356,1.4183,1.8656,3.4844,3.1337,0.1427,-3.0000,0.8129,1.9018,1.3470,-0.6341,0.0520,2.8147,2.1972,1.8905,2.6170,-1.9586,-2.0000,-0.1111,0.1209,0.8457,1.9967,-2.0000,1.3115,1.6933,1.9530,1.2688,0.9798,0.9361,0.8457,-0.2013,-1.6925,625.1756,2.7960,0
42,34.2300,920.0000,372.0000,25.6000,3.7000,172.2100,90.1700,-4.0000,15.3417,1587.49,0.5000,1,0.5000,14.1739,15.3417,840.7179,802.4992,923.1144,38884.4275,26.8162,1450.0335,53.0036,38.2187,88.8255,0.5296,0.0000,82.0400,21.9000,1.3018,52.3605,68.9802,7.9685,24.3630,51.9403,18.4162,174.5200,1.0476,21.9976,0.9107,7.4337,28.0000,9.0000,0.0000,1.0000,8.0000,8.0000,113.0957,0.0010,0.1111,0.8889,11.1111,7.0000,3.0000,W,0.1232,0.0088,0.0088,0.7642,1.5345,4.5898,3.1614,2.9638,1.1515,2.9247,2.9044,1.1859,1.3404,1.7019,1.7300,1.4082,1.8632,3.4846,3.2007,0.1145,-3.0000,0.8129,1.9140,1.0461,-0.9169,0.0243,2.9653,2.2361,1.9551,2.5706,-1.9586,-2.0000,-0.1111,-0.0359,0.9036,2.0535,-2.0000,1.4284,1.7190,1.5824,1.2652,1.3426,0.8718,0.9036,-0.2761,-1.7258,566.0219,2.7528,0
43,34.1000,435.0000,367.0000,26.2000,3.9000,162.5600,86.1100,-4.0000,15.3917,1541.02,0.5000,1,0.5000,14.2772,15.3917,846.0934,783.9294,850.9102,39005.0517,27.9654,1394.7608,52.4786,62.1640,82.1336,0.5490,0.0000,76.4500,22.3000,1.2659,52.9712,68.6798,8.1167,24.4003,52.7344,19.0006,174.5200,1.0793,13.6107,0.9943,7.8186,28.0000,9.0000,0.0000,1.0000,8.0000,7.0000,108.2156,0.0010,0.1111,0.7778,11.1111,7.0000,3.0000,W,0.1134,0.0088,0.0088,0.7642,1.5329,4.5911,3.1445,2.6385,1.1546,2.9274,2.8943,1.1873,1.3483,1.7024,1.7316,1.4183,1.8614,3.4847,3.1878,0.1024,-3.0000,0.8129,1.8834,1.0461,-0.9169,0.0371,2.9299,2.2110,1.9351,2.5647,-1.9586,-2.0000,-0.1111,0.0019,0.9036,2.0343,-2.0000,1.4466,1.7240,1.7936,1.2788,1.1342,0.8937,0.8457,-0.2604,-1.7258,540.8162,2.7331,0
44,31.3500,370.0000,122.0000,27.4000,8.7000,160.5300,80.7700,6.0000,18.6333,1437.90,10.5000,4,4.5000,15.2135,18.6333,986.9277,919.2869,581.1207,27587.1216,15.1837,1816.8906,55.5006,67.6409,45.6946,0.6864,0.0000,79.7600,18.7000,1.3397,50.3146,74.1713,6.8882,25.6779,36.9673,21.4295,174.5200,1.0736,14.5907,1.6983,12.1471,26.0000,12.0000,0.0000,3.0000,9.0000,9.0000,81.2480,0.0010,0.2500,0.7500,25.0000,7.0000,4.0000,W,0.3721,0.0109,0.0109,1.0190,1.4964,4.4407,3.2593,2.5682,1.1822,2.9943,2.9635,1.2703,1.2718,1.7294,1.7686,1.4378,1.8930,3.4824,3.1577,0.1270,-3.0000,1.0212,1.9018,1.3981,-0.5850,0.0349,2.7643,2.2056,1.9073,2.0864,-1.9586,-2.0000,0.0124,0.2326,0.9547,1.9099,-2.0000,1.1814,1.7017,1.8303,1.3310,1.1644,1.0848,0.9547,-0.1634,-1.6799,446.1071,2.6494,0
